Status,Seniority,Home,Time,Age,Marital,Records,Job,Expenses,Income,Assets,Debt,Amount,Price
good,16,other,30,44,married,no,freelance,35,107,8000,0,1300,1634
bad,2,parents,48,27,separated,no,partime,35,125,0,0,870,1480
good,0,owner,48,66,married,no,others,35,45,5500,0,1250,1267
good,2,other,60,26,married,no,freelance,35,30,0,0,900,1159
good,3,owner,36,49,married,no,freelance,45,64,4000,0,400,773
good,1,owner,48,28,married,no,fixed,45,116,4000,1857,1100,1173
good,1,priv,60,32,married,no,fixed,60,140,4000,1300,1200,1410
good,0,other,60,30,single,no,partime,35,61,0,0,500,1081
bad,2,rent,60,43,married,yes,partime,84,86,0,0,1650,1782
good,13,owner,60,41,married,no,fixed,75,89,2000,0,1000,1274
good,14,owner,48,32,married,no,partime,45,165,4000,112,1300,1346
good,3,owner,60,24,married,no,freelance,60,67,9000,0,1300,2885
good,14,owner,48,53,married,no,fixed,45,95,3000,0,1060,1060
good,5,owner,36,65,single,no,others,35,121,10000,0,900,1191
good,3,rent,30,39,married,no,fixed,58,128,0,0,600,1098
good,15,owner,60,38,married,no,fixed,60,90,6000,480,1100,1289
good,6,owner,60,33,married,yes,fixed,45,103,10000,0,1000,1658
bad,2,rent,60,32,married,yes,freelance,60,NA,0,0,1100,1480
good,15,owner,60,29,single,no,fixed,35,130,5000,0,830,1000
bad,10,owner,60,47,separated,no,fixed,35,229,7000,0,2550,3500
good,12,owner,36,38,married,no,fixed,35,143,5000,1100,700,2093
bad,4,parents,36,26,single,yes,freelance,35,65,3500,0,1300,1475
good,15,priv,60,33,single,no,fixed,35,163,5000,0,1000,2244
good,14,parents,18,29,married,no,fixed,45,162,0,0,600,2120
good,2,owner,60,30,married,no,partime,35,154,2500,500,1000,1725
good,9,owner,60,47,married,no,fixed,60,55,9500,0,600,1164
bad,0,parents,60,24,single,no,fixed,35,53,0,0,1200,1497
good,48,owner,36,62,married,no,freelance,60,NA,25000,0,180,350
good,14,parents,24,28,married,no,fixed,45,192,0,0,1000,1736
good,3,owner,24,41,married,no,freelance,60,NA,11000,0,800,1173
good,14,owner,36,36,married,yes,fixed,75,115,11000,3600,1250,1550
good,16,owner,60,33,married,no,fixed,45,90,6000,0,1500,1630
bad,29,owner,60,52,married,no,partime,45,175,2500,0,1186,1286
good,3,owner,60,36,married,yes,freelance,35,60,2500,0,2300,2965
good,6,owner,48,28,married,no,fixed,45,114,3500,0,650,1255
good,47,owner,48,61,married,no,fixed,35,110,5500,30,1200,1200
good,14,owner,60,34,married,no,fixed,45,130,4000,0,1100,1654
bad,5,parents,48,23,single,no,partime,35,92,0,0,1200,1200
bad,1,owner,36,41,single,yes,freelance,35,NA,15000,0,1500,2500
good,6,other,36,23,single,no,fixed,35,68,0,0,600,1271
good,4,parents,60,24,married,no,fixed,35,130,0,0,800,897
good,1,owner,12,61,married,no,others,45,103,20000,0,300,650
good,8,priv,60,45,married,no,freelance,75,200,35000,0,800,1270
good,6,parents,60,30,separated,no,fixed,45,170,0,0,750,1674
good,6,parents,60,26,single,yes,fixed,35,270,0,0,1800,1921
good,15,owner,60,34,married,no,fixed,45,82,3500,0,750,1624
good,17,rent,24,50,married,no,freelance,68,79,1000,0,1000,3782
bad,6,rent,60,45,married,no,fixed,59,139,0,0,1350,1612
good,18,owner,60,51,married,no,fixed,60,205,8000,0,1100,1350
good,15,owner,48,29,married,yes,fixed,35,100,8500,1300,500,873
good,0,owner,24,20,single,no,partime,45,188,2000,1500,300,315
good,2,owner,48,55,married,no,others,35,135,8000,0,800,800
bad,6,rent,48,37,single,no,fixed,55,200,0,0,1450,1650
good,23,rent,60,43,married,no,fixed,54,92,NA,0,1080,1222
good,3,owner,24,32,married,no,fixed,45,120,5000,0,800,1023
good,18,owner,60,42,married,no,fixed,45,172,3500,0,1850,2034
good,0,parents,60,21,single,no,freelance,35,44,0,0,1200,1311
good,3,rent,60,30,married,no,fixed,77,169,0,0,1500,2037
bad,0,priv,6,22,single,yes,partime,35,115,1000,0,250,800
good,15,owner,24,41,married,yes,partime,45,180,6000,0,700,1888
good,15,owner,48,55,married,no,freelance,35,NA,14500,0,2000,2848
bad,12,rent,60,30,single,yes,fixed,44,86,0,0,1300,1380
good,15,rent,48,45,married,no,fixed,88,130,3000,0,1300,1591
good,2,rent,60,29,married,no,fixed,80,200,0,0,1250,1250
good,14,owner,36,39,married,no,fixed,60,167,5000,0,1350,1355
good,4,owner,36,26,married,no,fixed,35,100,6500,3900,500,500
good,1,priv,60,22,single,no,partime,35,73,4500,4300,1000,1485
bad,4,rent,60,53,widow,no,others,37,22,20000,0,1300,1498
good,2,owner,36,37,married,no,fixed,60,83,3500,0,310,1119
bad,1,rent,36,28,married,yes,fixed,47,122,0,0,950,1100
good,15,other,36,39,separated,no,fixed,45,116,4000,0,600,1196
good,4,owner,60,25,single,no,freelance,35,100,25000,0,2250,2270
bad,3,parents,60,27,single,yes,fixed,35,117,0,0,1500,2190
good,6,owner,60,35,married,no,fixed,60,135,4500,1000,1658,1675
good,16,parents,48,31,single,yes,fixed,35,72,0,0,850,1228
good,5,owner,60,41,married,no,fixed,60,266,14800,0,2500,2600
good,31,owner,60,58,married,no,fixed,60,293,8000,0,1500,1655
good,38,owner,24,56,married,yes,fixed,75,98,7000,0,300,1308
good,1,parents,60,26,single,no,fixed,35,57,0,0,1200,1512
good,17,owner,60,44,married,no,fixed,45,116,3000,0,800,1654
good,17,rent,60,52,married,no,fixed,65,200,0,0,1400,1407
good,22,owner,60,54,married,no,fixed,35,104,3000,0,1050,1282
bad,11,other,60,48,married,no,fixed,75,225,0,0,1300,1550
good,5,owner,18,28,married,no,fixed,35,141,5500,0,650,1258
bad,1,rent,36,37,married,no,partime,75,145,0,0,1100,1871
bad,1,parents,48,36,married,no,partime,60,45,0,0,1200,1401
good,14,rent,60,38,married,no,fixed,75,146,0,0,1350,1413
good,0,parents,60,34,married,no,fixed,45,225,8000,2300,800,1850
good,20,owner,48,60,married,no,freelance,35,142,12000,0,500,1154
good,7,owner,60,53,married,no,fixed,45,161,6000,2000,1000,1460
good,2,parents,12,26,single,no,fixed,35,105,0,0,360,1258
good,5,owner,60,49,married,no,fixed,35,121,3000,0,1200,1642
bad,4,rent,60,37,single,yes,fixed,79,436,0,0,1500,1550
good,0,owner,24,30,married,no,partime,60,76,4500,0,400,450
bad,0,parents,12,23,single,no,partime,35,37,2500,0,120,300
good,15,owner,60,53,married,no,freelance,45,148,6000,0,1000,1330
good,2,parents,60,24,single,no,freelance,35,214,7000,2400,2000,2570
good,1,owner,48,35,married,no,freelance,90,174,11900,0,900,1220
good,0,owner,60,49,married,no,fixed,60,400,5000,0,1200,1283
good,4,priv,60,37,married,no,freelance,75,120,10500,1500,1200,1341
bad,11,rent,48,53,married,yes,fixed,81,210,0,0,1260,1538
bad,0,rent,36,33,married,yes,partime,76,155,0,0,440,440
good,2,parents,48,22,single,no,fixed,35,185,0,0,1000,2130
good,3,rent,36,23,single,no,fixed,59,244,3100,0,700,1199
bad,7,rent,60,39,married,no,fixed,103,130,0,0,950,1215
good,12,owner,60,28,married,no,fixed,45,167,3000,1750,250,1188
good,15,rent,36,36,married,no,fixed,60,145,0,0,900,1621
good,0,parents,60,21,single,no,others,35,149,3000,0,1400,1829
bad,0,owner,60,33,separated,no,partime,35,78,0,0,1030,1197
good,8,rent,60,56,married,no,fixed,62,266,5000,0,1000,1149
bad,2,parents,24,35,married,no,fixed,45,175,0,0,1000,2393
good,23,owner,36,41,married,no,fixed,60,169,37000,180,1000,1457
good,28,owner,36,46,married,no,fixed,75,170,6000,0,750,800
good,16,owner,36,55,married,no,fixed,35,140,6000,0,1100,2136
good,7,owner,60,44,married,no,fixed,90,271,11000,5500,800,945
good,2,parents,48,25,single,no,fixed,35,91,0,0,900,1763
good,20,rent,60,54,married,no,fixed,43,75,0,0,800,1263
bad,0,other,30,21,single,no,partime,35,162,0,0,400,400
good,10,parents,48,28,single,no,fixed,35,135,6000,0,1500,2164
good,5,parents,12,32,married,no,freelance,35,147,0,0,300,750
bad,2,owner,36,30,single,no,freelance,35,177,6500,2300,1750,2750
good,7,other,24,30,single,no,fixed,35,102,0,0,400,1541
good,1,parents,60,21,single,no,fixed,35,200,0,0,900,1088
good,14,other,60,30,married,no,fixed,45,130,0,0,1500,2414
bad,0,ignore,60,26,married,no,partime,45,150,5000,0,1300,1429
good,3,owner,60,38,married,no,fixed,75,125,9000,0,1250,1415
good,15,owner,60,32,married,no,fixed,45,108,4500,0,1100,1213
good,10,rent,30,51,married,no,fixed,60,150,0,0,1300,1378
good,4,owner,36,38,married,no,freelance,35,142,4000,0,800,970
good,0,rent,60,30,married,no,fixed,64,188,0,0,1400,1475
good,0,parents,48,27,single,no,partime,35,140,0,0,700,750
good,2,owner,36,60,married,no,fixed,35,122,3000,0,825,900
good,14,owner,48,48,married,no,fixed,45,112,6000,0,800,1037
bad,2,parents,60,22,single,yes,fixed,35,110,0,0,1360,1435
good,3,owner,36,47,married,no,freelance,60,106,10000,0,800,1649
good,32,owner,48,46,married,no,fixed,45,150,8000,0,1000,1093
bad,1,other,48,27,single,yes,partime,35,105,0,0,1300,1533
good,14,owner,48,41,married,yes,fixed,75,72,4000,0,800,1117
good,13,owner,48,45,married,no,fixed,45,106,4000,0,400,1615
good,16,owner,12,56,married,no,freelance,45,65,17000,0,650,1665
bad,7,priv,60,36,married,yes,fixed,60,300,7000,0,2000,2485
bad,14,rent,60,41,married,no,fixed,54,92,0,0,1450,1482
good,14,priv,24,54,married,no,fixed,45,100,9000,0,650,1150
good,15,owner,60,38,married,no,fixed,45,118,4000,2600,1250,1616
bad,11,rent,60,38,married,no,fixed,82,71,0,0,900,977
good,4,owner,48,35,married,no,freelance,60,NA,8000,0,1000,1613
good,2,parents,60,24,single,no,fixed,35,101,0,0,1600,1600
good,3,owner,60,30,married,no,fixed,60,164,4500,0,800,975
good,1,owner,60,30,single,yes,freelance,35,57,4000,2100,1500,1950
good,20,owner,48,53,married,no,freelance,35,NA,6000,0,1157,1200
good,20,owner,60,46,married,no,fixed,35,140,9000,0,800,1300
good,22,owner,48,40,married,no,fixed,45,180,NA,0,1200,2206
good,3,parents,18,24,single,no,fixed,35,80,0,0,200,350
bad,11,owner,48,36,married,yes,fixed,35,81,5000,2000,570,1177
good,1,other,24,24,single,no,fixed,35,114,0,0,400,550
good,9,owner,60,39,married,no,fixed,35,350,8000,0,1250,1304
bad,0,other,60,32,single,no,fixed,35,73,NA,0,1580,1785
good,10,owner,60,37,married,yes,freelance,60,107,20000,600,1000,1175
good,22,owner,60,42,married,yes,fixed,45,120,5000,0,1350,1650
good,5,rent,48,48,married,yes,fixed,46,110,0,0,600,1100
bad,0,owner,60,42,married,yes,partime,35,130,7000,3000,950,950
bad,3,rent,48,25,married,yes,freelance,35,NA,0,0,1300,1361
good,8,owner,60,42,single,no,fixed,35,96,2500,0,1500,1520
good,23,owner,24,47,married,no,fixed,35,114,3000,0,400,765
good,6,rent,36,24,married,no,fixed,63,175,0,0,650,750
bad,5,owner,60,39,single,yes,freelance,75,72,NA,0,1000,1042
good,6,parents,18,27,single,no,freelance,35,140,0,0,600,2724
good,7,rent,36,49,married,no,fixed,57,115,0,0,675,675
bad,1,other,36,23,single,no,partime,35,66,0,0,450,500
good,5,owner,60,32,married,no,fixed,35,124,4000,0,2000,3400
bad,26,priv,60,41,separated,yes,fixed,35,201,4700,3100,2400,2700
bad,1,parents,60,20,single,no,partime,35,80,0,0,1300,1525
good,5,priv,60,31,married,no,fixed,35,90,3000,0,900,1152
good,22,owner,48,48,married,no,fixed,60,110,3000,0,1000,1460
good,20,owner,36,49,married,no,fixed,45,122,9000,0,1100,1794
good,7,owner,60,35,married,yes,fixed,45,315,10000,4000,2400,2432
good,1,rent,36,27,single,no,fixed,62,270,0,0,600,825
good,7,parents,24,40,married,no,fixed,60,200,10000,0,1000,3429
bad,5,other,24,25,married,no,fixed,60,NA,0,0,500,750
good,7,priv,60,32,married,no,fixed,60,242,3500,2000,1000,2236
good,16,owner,48,48,married,no,freelance,35,364,5000,0,900,1077
good,5,owner,24,38,married,no,freelance,60,182,5000,0,1250,2724
good,3,owner,12,24,single,yes,fixed,35,105,6000,0,500,1138
good,0,owner,12,36,married,no,freelance,45,NA,8000,0,1300,1591
good,16,owner,48,40,married,no,fixed,60,225,20000,3000,700,834
good,17,other,48,62,single,no,fixed,35,100,0,0,900,1000
bad,0,rent,60,33,married,no,partime,54,85,0,0,1300,1797
good,0,owner,48,63,married,no,others,35,100,6000,2900,1000,1439
good,8,owner,60,51,married,no,fixed,45,250,4000,0,1000,1250
bad,3,rent,60,22,married,no,fixed,60,150,0,0,950,1945
good,6,owner,24,39,married,no,freelance,60,178,18000,0,1000,2099
good,20,owner,60,63,married,no,fixed,45,256,7000,0,1000,1500
good,16,priv,48,34,married,no,fixed,60,85,2000,0,800,1866
good,0,owner,60,24,single,no,others,35,82,10000,0,1600,1680
good,5,owner,36,52,married,no,fixed,35,220,12000,5000,1250,1542
bad,1,owner,36,45,married,yes,freelance,75,NA,4000,0,800,800
good,1,parents,36,20,single,no,fixed,35,61,0,0,800,995
bad,5,rent,60,31,married,yes,fixed,69,88,0,0,1200,1200
bad,15,other,60,46,married,yes,freelance,35,244,8000,0,2250,2758
good,2,owner,36,24,married,yes,fixed,35,160,3100,400,800,1928
good,1,rent,36,46,married,no,fixed,57,119,0,0,600,800
bad,18,rent,24,35,married,no,partime,96,63,0,0,600,888
good,20,owner,36,48,married,no,fixed,45,257,3000,0,900,1193
good,10,rent,18,34,divorced,no,fixed,54,189,0,0,800,2215
bad,11,rent,24,38,married,yes,fixed,72,123,0,0,270,1676
bad,0,parents,60,36,single,no,fixed,35,130,0,0,1600,1678
bad,1,rent,60,22,single,no,fixed,46,113,0,0,1600,1989
good,36,owner,60,55,married,no,fixed,45,102,12000,0,2000,2684
good,2,priv,24,51,married,no,freelance,45,NA,10500,0,600,943
good,11,rent,18,28,married,yes,freelance,64,190,2000,0,700,1224
good,8,owner,36,31,married,no,fixed,45,110,5000,2000,540,1102
good,2,owner,36,28,married,no,fixed,45,80,2000,0,550,1572
good,4,rent,36,38,married,no,fixed,55,98,0,0,350,850
good,3,owner,24,43,married,no,freelance,75,NA,3000,0,650,1548
good,4,owner,60,32,married,no,fixed,60,147,3500,0,830,935
good,3,owner,60,38,single,no,fixed,35,250,5000,0,1500,1934
bad,1,parents,48,18,single,no,partime,45,95,4000,0,600,1472
good,16,owner,36,55,married,yes,fixed,60,230,5000,0,1200,1460
good,1,owner,18,38,married,no,others,35,NA,4000,0,480,1059
good,12,owner,36,38,married,no,fixed,60,130,5000,0,700,950
good,18,owner,60,48,married,no,fixed,45,104,5500,25,800,1021
good,3,priv,18,23,single,no,others,35,NA,12000,0,450,1450
good,10,owner,48,50,married,no,freelance,45,128,11500,0,500,1195
good,14,owner,60,43,married,no,fixed,60,120,5000,0,1250,1557
bad,2,parents,36,26,single,no,freelance,35,66,0,0,750,865
good,7,owner,36,23,married,no,fixed,35,247,5000,400,1500,1785
good,5,owner,36,38,married,no,freelance,60,63,4000,0,1050,1443
bad,5,owner,48,39,married,yes,freelance,60,66,10000,0,875,875
good,27,owner,18,48,married,no,freelance,35,70,5000,0,800,1578
good,3,rent,36,30,married,yes,freelance,59,140,0,0,1300,2115
good,2,priv,48,30,married,yes,fixed,45,178,5000,0,1150,1627
good,10,other,60,48,married,no,fixed,35,203,4000,1500,1520,1636
good,16,owner,6,41,married,no,fixed,75,87,3000,0,200,625
good,15,owner,60,39,married,no,freelance,60,555,40000,0,1500,4000
bad,14,owner,36,33,single,no,freelance,35,NA,4000,1500,700,1700
good,4,parents,60,25,married,no,freelance,35,95,25000,0,1650,1900
good,3,parents,36,20,single,yes,fixed,35,55,0,0,600,1625
good,2,parents,36,28,single,no,fixed,35,140,1000,0,1000,1693
bad,25,priv,60,56,married,yes,freelance,90,85,3500,0,800,975
good,6,rent,48,26,single,yes,fixed,65,198,0,0,950,1111
good,1,priv,60,27,married,no,freelance,35,130,4650,2850,2000,2240
good,30,owner,12,52,married,no,freelance,45,80,7000,0,1100,2487
good,10,parents,24,33,single,no,freelance,35,200,70000,12000,1100,1457
good,4,owner,48,24,married,no,fixed,35,95,2500,0,900,1625
good,12,owner,36,46,married,no,freelance,45,NA,8000,0,500,500
good,30,owner,54,54,widow,no,freelance,35,224,20000,0,1100,1603
good,20,owner,60,44,married,no,fixed,60,168,3000,0,1400,1599
bad,1,rent,60,28,married,no,freelance,53,179,0,0,1825,2275
bad,2,priv,24,20,single,no,freelance,35,107,54000,0,2000,2600
good,4,owner,60,23,married,no,fixed,35,160,6500,3700,1500,1661
good,4,rent,36,60,married,no,fixed,56,111,0,0,500,675
bad,3,rent,60,26,married,no,fixed,53,80,0,0,950,989
good,11,owner,60,30,married,yes,fixed,35,110,4000,62,1100,1347
good,6,parents,60,26,married,no,fixed,60,108,0,0,1200,1250
good,14,rent,60,41,married,no,fixed,53,181,0,0,1150,2497
bad,3,parents,48,38,married,no,partime,60,67,0,0,1000,1045
bad,1,owner,36,36,married,no,fixed,45,25,3000,2000,1100,1332
good,20,owner,60,40,divorced,no,freelance,60,150,5500,0,1400,1928
good,20,rent,60,45,married,no,fixed,92,170,0,0,1000,2415
bad,0,rent,48,25,married,no,fixed,60,150,0,0,1350,1450
good,12,rent,48,46,married,yes,fixed,104,294,0,0,1350,1352
good,9,priv,48,46,married,no,fixed,45,100,37000,0,800,904
good,0,parents,48,28,single,no,freelance,35,100,0,0,900,1400
good,2,owner,48,38,married,yes,fixed,75,192,23000,3000,700,970
good,3,parents,60,24,single,no,fixed,35,100,0,0,1500,2100
bad,4,rent,48,23,married,no,freelance,52,171,0,0,1150,1450
good,3,priv,60,24,single,no,fixed,35,245,5000,0,1300,1360
bad,1,ignore,60,28,married,yes,freelance,45,NA,4000,0,1500,1661
good,11,owner,12,26,married,yes,partime,35,110,4500,2000,300,1248
bad,1,rent,36,26,single,no,partime,42,70,0,0,590,590
bad,0,rent,48,23,single,no,partime,42,72,0,0,700,875
good,1,rent,60,29,married,no,fixed,73,133,0,0,1000,1158
good,10,parents,36,34,married,yes,freelance,45,NA,10000,0,600,882
good,9,owner,24,30,married,no,fixed,35,250,30000,0,1000,1594
good,2,owner,60,28,married,no,freelance,35,196,7000,3950,1600,1678
good,3,parents,60,36,married,yes,fixed,60,92,0,0,1100,1355
good,10,owner,60,45,married,no,freelance,45,325,12000,1200,1300,1833
bad,3,priv,36,38,divorced,yes,fixed,35,NA,12500,0,3000,4800
good,10,owner,48,33,married,no,fixed,45,110,5000,0,1000,1160
bad,2,rent,48,56,single,no,freelance,51,157,11000,4500,1000,2008
good,4,other,60,25,single,no,fixed,35,162,0,0,1800,2999
bad,7,parents,60,33,single,no,partime,35,70,0,0,1300,1438
good,5,parents,48,27,married,yes,freelance,45,175,0,0,1000,1342
good,16,parents,24,44,single,no,freelance,35,86,0,0,700,950
good,0,parents,24,26,single,no,partime,35,69,0,0,107,125
bad,7,owner,60,28,married,yes,fixed,60,148,8000,0,920,1021
bad,2,other,48,25,married,no,fixed,35,129,0,0,1580,1925
bad,3,rent,60,44,separated,yes,fixed,60,150,0,0,1650,1772
good,1,owner,24,38,married,no,fixed,60,102,3500,0,850,1260
good,7,owner,48,32,married,yes,fixed,45,140,5500,0,550,1250
bad,2,owner,60,24,single,no,partime,35,120,3000,0,1400,1513
good,1,parents,60,42,married,no,fixed,60,66,7000,0,950,1589
good,27,rent,24,50,married,no,fixed,47,115,0,0,500,1636
good,6,owner,60,31,married,no,fixed,35,84,3000,0,1400,1724
good,3,owner,60,26,married,no,fixed,45,128,3000,0,1300,1790
good,9,priv,60,32,married,no,fixed,60,155,12000,5000,1200,1400
bad,5,parents,24,26,single,no,fixed,35,140,0,0,450,900
good,3,rent,48,26,married,no,fixed,58,230,0,0,1150,1316
bad,20,other,60,47,married,yes,fixed,105,NA,0,0,750,843
good,18,priv,60,49,married,no,fixed,60,140,4000,0,1050,1097
good,19,owner,60,54,widow,yes,fixed,35,207,11000,4000,800,1336
good,5,rent,36,40,separated,no,fixed,43,75,0,0,400,650
good,8,owner,60,33,married,no,freelance,45,250,10000,0,2500,3250
good,2,other,36,35,separated,no,fixed,35,200,0,0,1600,1671
bad,1,owner,12,56,married,no,others,60,NA,3500,0,500,1705
good,10,owner,60,26,married,no,fixed,45,135,5000,3700,1600,1767
good,14,owner,36,34,married,no,fixed,60,143,5000,0,1400,1939
good,13,parents,48,31,married,no,fixed,35,90,0,0,1000,1395
good,4,ignore,60,62,married,no,freelance,35,102,8000,0,1200,1405
good,20,owner,60,46,single,no,fixed,35,250,25000,4000,1450,1566
good,15,owner,60,49,married,no,fixed,60,162,5000,0,1700,2081
good,24,owner,60,46,married,no,fixed,60,140,6000,1000,1100,1653
good,10,owner,36,36,married,no,fixed,35,235,12000,1700,1500,1985
good,2,parents,36,24,single,no,fixed,35,60,0,0,450,750
good,21,owner,24,44,married,no,fixed,60,124,4000,0,800,2400
bad,1,rent,60,24,married,yes,partime,42,70,0,0,1700,1761
good,11,owner,48,27,married,no,fixed,35,140,4000,0,1500,1641
good,12,owner,60,27,married,yes,fixed,35,100,3000,0,1300,1359
good,5,rent,36,51,married,no,fixed,63,184,0,0,635,785
bad,6,owner,48,26,married,yes,fixed,35,90,5000,0,1390,1594
good,1,rent,48,37,married,yes,partime,72,116,6000,0,1400,1661
good,10,owner,60,41,married,no,others,35,57,5000,0,1300,1863
bad,0,owner,60,27,married,no,partime,75,210,7000,4800,1250,1315
bad,1,owner,48,20,single,no,fixed,35,53,2000,1600,1100,1100
good,0,parents,60,24,single,no,partime,35,111,3000,1200,850,1412
good,10,owner,24,50,married,no,freelance,60,200,NA,0,500,1131
good,10,owner,60,32,married,no,fixed,60,160,4000,1800,1050,1303
bad,2,owner,60,30,married,yes,freelance,45,NA,5000,700,1000,2200
good,16,owner,60,32,married,no,fixed,60,159,4000,0,1500,1736
bad,0,rent,60,19,single,no,others,35,NA,0,0,900,1158
good,10,owner,6,39,married,no,freelance,75,67,8000,0,430,500
bad,9,other,60,30,married,yes,fixed,60,109,0,0,1250,1560
bad,7,other,36,38,married,yes,freelance,35,59,0,0,1000,2246
good,3,parents,36,28,single,no,fixed,35,74,0,0,350,550
good,6,owner,48,51,married,no,freelance,45,106,12000,0,1035,1410
bad,0,parents,48,21,single,no,partime,35,48,0,0,1850,1877
bad,3,parents,60,23,single,no,fixed,35,62,0,0,1100,1300
good,1,owner,24,39,married,no,others,35,70,4000,0,525,1771
bad,3,rent,36,39,married,no,fixed,90,150,0,0,300,700
good,12,owner,48,39,married,no,freelance,60,95,6000,0,1300,1600
bad,0,priv,36,31,married,no,partime,35,202,6000,0,1300,1663
good,2,rent,60,24,married,no,fixed,55,100,4000,0,1750,1900
bad,2,priv,48,37,married,yes,partime,75,115,2000,0,850,1194
good,2,parents,60,24,single,no,fixed,35,164,0,0,900,1516
good,0,parents,24,20,single,no,fixed,35,155,7000,0,1450,1688
good,4,owner,48,40,married,yes,fixed,60,150,3500,200,800,800
bad,21,owner,60,63,married,yes,fixed,60,165,3000,0,1250,1424
bad,14,rent,60,38,married,no,fixed,71,108,0,0,1400,1693
good,25,owner,60,51,married,no,fixed,35,93,3500,0,900,995
bad,6,other,60,30,married,no,fixed,60,133,0,0,1300,1388
good,3,owner,36,37,married,no,fixed,60,55,0,0,1500,2315
good,13,owner,36,39,married,no,fixed,35,148,14000,0,300,850
good,5,parents,24,31,single,no,fixed,35,130,0,0,200,1447
good,16,other,60,34,married,no,fixed,60,120,6000,0,1350,1487
good,3,parents,48,20,single,no,freelance,35,NA,7000,0,1000,1362
good,5,other,18,65,married,yes,others,35,99,0,0,375,675
good,16,rent,48,32,single,yes,fixed,47,120,0,0,800,1224
good,2,rent,48,29,single,no,fixed,60,250,0,0,1000,1179
good,0,parents,60,31,married,no,others,75,37,0,0,1500,2084
good,23,parents,60,37,single,no,freelance,35,NA,4500,0,1950,2336
good,6,owner,48,55,married,no,freelance,45,74,16000,1500,2000,3753
bad,0,parents,36,19,single,no,freelance,35,NA,0,0,400,495
bad,1,other,60,21,single,no,partime,45,NA,0,0,1100,1480
bad,3,parents,60,25,married,no,fixed,35,70,0,0,1300,1332
good,5,owner,36,58,married,yes,others,45,79,7000,0,400,1234
bad,0,rent,48,20,single,yes,partime,56,105,0,0,1100,1289
good,9,priv,48,27,married,no,fixed,45,102,5000,360,1300,1537
good,0,owner,48,29,married,no,others,60,50,11000,0,1000,1480
good,8,owner,12,39,married,no,fixed,75,160,1500,0,360,865
good,24,owner,60,43,single,no,fixed,35,120,3500,0,1320,1680
good,3,parents,60,23,single,no,fixed,35,107,0,0,800,1111
good,13,owner,60,27,married,no,fixed,35,253,7000,0,1060,1750
good,2,rent,60,49,married,no,fixed,51,155,0,0,1500,1550
good,33,owner,48,61,married,no,fixed,35,130,8000,0,850,1050
bad,0,owner,36,31,married,yes,partime,45,120,3000,150,700,850
good,0,rent,60,46,separated,no,fixed,57,124,0,0,940,1149
good,7,parents,60,25,single,no,fixed,35,75,0,0,1100,1340
good,20,owner,36,37,married,yes,fixed,60,150,3500,0,450,950
good,10,rent,36,36,divorced,no,freelance,45,100,0,0,1000,1700
bad,17,owner,36,60,married,no,fixed,60,78,2500,0,650,800
good,1,owner,60,28,married,no,fixed,45,60,4000,0,1500,2326
good,10,owner,60,32,married,no,fixed,45,419,5500,2500,1300,1995
good,4,rent,60,25,married,no,fixed,56,112,0,0,1250,1399
bad,3,rent,60,32,married,no,fixed,50,147,0,0,1100,1226
good,31,owner,12,53,married,yes,fixed,60,165,6000,0,594,1332
good,3,rent,24,32,married,no,fixed,61,160,0,0,400,450
good,8,rent,60,46,married,no,freelance,45,NA,0,0,1000,1359
good,0,rent,12,22,single,no,freelance,38,34,0,0,700,1665
good,1,rent,60,25,married,no,partime,42,73,0,0,1000,1050
bad,12,owner,60,37,married,no,fixed,60,98,9000,200,800,1012
good,2,rent,36,44,married,no,partime,57,123,5000,0,900,975
good,10,owner,12,36,married,no,freelance,45,NA,4000,0,900,1776
good,1,owner,60,40,married,yes,fixed,45,100,8500,0,400,1570
good,0,owner,60,47,married,no,freelance,45,56,6000,0,1345,1345
good,3,owner,60,32,married,no,fixed,45,90,6000,0,1500,2502
good,1,owner,60,21,single,yes,fixed,35,294,53000,0,1300,1398
good,10,owner,36,50,married,no,freelance,75,NA,7500,0,1000,1230
good,19,parents,60,34,single,no,fixed,35,80,0,0,1000,1097
good,0,parents,18,33,single,no,fixed,35,112,6000,0,450,1196
good,3,rent,60,29,married,yes,fixed,55,100,0,0,930,1007
good,4,owner,36,42,single,no,fixed,35,115,12000,0,900,1299
good,5,owner,60,37,married,no,freelance,60,67,3500,196,1300,1625
good,2,owner,60,24,married,no,fixed,45,375,5000,0,2200,2433
good,2,other,60,39,single,no,fixed,35,113,0,0,1250,1499
good,18,rent,36,41,single,no,freelance,40,53,0,0,750,1077
good,17,owner,48,55,married,yes,freelance,60,73,15000,0,1900,2205
bad,5,owner,48,26,single,no,fixed,35,NA,10000,5000,1500,2272
good,19,owner,60,34,married,no,fixed,60,196,7000,1000,1690,1930
good,1,rent,48,24,married,no,partime,41,56,0,0,1500,1935
good,16,owner,48,31,married,no,fixed,45,200,5000,800,1250,1646
good,1,rent,48,34,married,no,fixed,55,102,0,0,600,1074
good,15,owner,60,43,married,no,freelance,60,310,7000,0,1200,1297
good,11,owner,60,33,married,no,fixed,60,106,6000,0,1500,1702
bad,0,parents,36,22,single,no,partime,35,103,4500,0,1050,1485
good,0,parents,60,41,single,no,partime,35,131,4500,0,1200,1538
bad,0,priv,60,43,married,no,partime,45,117,2000,250,1600,1967
