"state" "account_length" "area_code" "international_plan" "voice_mail_plan" "number_vmail_messages" "total_day_minutes" "total_day_calls" "total_day_charge" "total_eve_minutes" "total_eve_calls" "total_eve_charge" "total_night_minutes" "total_night_calls" "total_night_charge" "total_intl_minutes" "total_intl_calls" "total_intl_charge" "number_customer_service_calls" "churn"
"4340" "MS" 65 "area_code_415" "yes" "no" 0 277.9 123 47.24 155.8 112 13.24 256.9 71 11.56 9.2 10 2.48 0 "yes"
"4341" "ND" 180 "area_code_415" "no" "no" 0 224.9 105 38.23 250 101 21.25 216.1 73 9.72 6.7 5 1.81 3 "yes"
"4342" "IL" 67 "area_code_415" "no" "no" 0 109.1 117 18.55 217.4 124 18.48 188.4 141 8.48 12.8 6 3.46 0 "no"
"4343" "OR" 60 "area_code_415" "no" "no" 0 207.8 109 35.33 123.5 112 10.5 291.6 115 13.12 5.7 9 1.54 0 "no"
"4344" "UT" 138 "area_code_510" "no" "no" 0 205.9 96 35 257.1 94 21.85 209 63 9.4 12.1 8 3.27 0 "no"
"4345" "IA" 44 "area_code_415" "no" "no" 0 308.6 139 52.46 150.8 94 12.82 198.7 66 8.94 7.3 3 1.97 4 "yes"
"4346" "ME" 25 "area_code_510" "no" "no" 0 242.6 69 41.24 209 117 17.77 219.7 82 9.89 14.4 6 3.89 2 "no"
"4347" "WY" 145 "area_code_408" "no" "no" 0 229.6 82 39.03 138.1 103 11.74 250.8 109 11.29 3.3 3 0.89 1 "no"
"4348" "WI" 122 "area_code_510" "no" "yes" 28 166 62 28.22 233.9 88 19.88 170.1 84 7.65 7.7 3 2.08 2 "no"
"4349" "SC" 121 "area_code_415" "no" "no" 0 144.8 126 24.62 200.6 82 17.05 208.8 81 9.4 13.3 9 3.59 0 "yes"
"4350" "DC" 55 "area_code_510" "yes" "no" 0 106.1 77 18.04 123.5 100 10.5 96.4 92 4.34 12.9 3 3.48 0 "no"
"4351" "CT" 77 "area_code_415" "no" "no" 0 221.8 84 37.71 166 125 14.11 210.2 72 9.46 13.2 4 3.56 1 "no"
"4352" "OR" 12 "area_code_415" "no" "no" 0 204.6 98 34.78 212.5 90 18.06 182.1 95 8.19 9.8 7 2.65 2 "no"
"4353" "OR" 64 "area_code_510" "no" "no" 0 213.5 93 36.3 166.6 114 14.16 122 78 5.49 14.1 3 3.81 3 "no"
"4354" "NV" 92 "area_code_415" "no" "yes" 44 152 95 25.84 274.9 73 23.37 162.4 121 7.31 10 1 2.7 2 "no"
"4355" "MN" 125 "area_code_415" "yes" "yes" 29 260.8 81 44.34 163.7 112 13.91 271.7 117 12.23 17 6 4.59 1 "yes"
"4356" "OK" 160 "area_code_408" "no" "no" 0 166.4 117 28.29 317 129 26.95 160.4 121 7.22 10 2 2.7 1 "no"
"4357" "KS" 79 "area_code_415" "no" "no" 0 177.9 83 30.24 167.3 84 14.22 223.7 142 10.07 15.2 8 4.1 0 "no"
"4358" "RI" 36 "area_code_415" "no" "no" 0 235.1 97 39.97 196.8 104 16.73 259.7 110 11.69 7 7 1.89 3 "no"
"4359" "DC" 102 "area_code_415" "no" "no" 0 186.8 92 31.76 173.7 123 14.76 250.9 131 11.29 9.7 4 2.62 2 "no"
"4360" "IL" 138 "area_code_408" "yes" "no" 0 268.4 81 45.63 174.4 115 14.82 193.5 96 8.71 11.6 4 3.13 1 "no"
"4361" "UT" 164 "area_code_510" "no" "no" 0 192.1 95 32.66 249.8 94 21.23 132.6 100 5.97 7.3 3 1.97 3 "no"
"4362" "MN" 125 "area_code_415" "no" "no" 0 240.7 82 40.92 269.4 85 22.9 187.1 74 8.42 10.1 3 2.73 0 "yes"
"4363" "WI" 72 "area_code_408" "no" "no" 0 179.9 113 30.58 149.8 112 12.73 168.2 79 7.57 9.8 7 2.65 2 "no"
"4364" "MI" 74 "area_code_415" "no" "no" 0 314.1 86 53.4 222.4 99 18.9 259 121 11.66 12.3 5 3.32 3 "yes"
"4365" "MI" 134 "area_code_415" "no" "yes" 41 162 82 27.54 324.7 77 27.6 160.1 112 7.2 11.9 5 3.21 0 "no"
"4366" "MA" 145 "area_code_415" "no" "no" 0 175.8 89 29.89 274.3 119 23.32 226.6 69 10.2 12.4 4 3.35 1 "no"
"4367" "AL" 136 "area_code_510" "no" "no" 0 109.4 91 18.6 207.5 111 17.64 135 107 6.08 11.6 5 3.13 0 "no"
"4368" "SC" 209 "area_code_510" "no" "no" 0 255.1 124 43.37 230.6 110 19.6 218 69 9.81 8.5 5 2.3 3 "yes"
"4369" "WI" 66 "area_code_415" "yes" "no" 0 208.7 84 35.48 173.3 88 14.73 264.7 107 11.91 8.3 3 2.24 3 "no"
"4370" "VT" 152 "area_code_510" "no" "yes" 20 214.6 108 36.48 96.6 82 8.21 170.7 145 7.68 7.9 5 2.13 1 "no"
"4371" "CT" 162 "area_code_408" "no" "no" 0 49.2 121 8.36 143.9 136 12.23 203 97 9.14 12.1 13 3.27 1 "no"
"4372" "OR" 72 "area_code_510" "no" "no" 0 141.3 133 24.02 134.9 96 11.47 227.5 97 10.24 11.2 3 3.02 2 "no"
"4373" "HI" 101 "area_code_415" "no" "no" 0 253.2 89 43.04 237.9 114 20.22 154.3 85 6.94 9.7 7 2.62 4 "no"
"4374" "WV" 125 "area_code_415" "no" "no" 0 206 128 35.02 198.1 71 16.84 135.9 116 6.12 13.2 3 3.56 0 "no"
"4375" "RI" 46 "area_code_408" "no" "no" 0 40.4 105 6.87 172.4 83 14.65 145.1 89 6.53 9 2 2.43 2 "no"
"4376" "MI" 132 "area_code_408" "no" "no" 0 291.2 104 49.5 234.2 132 19.91 191.7 87 8.63 8.9 3 2.4 1 "yes"
"4377" "ME" 193 "area_code_415" "no" "yes" 31 71.2 58 12.1 124.7 105 10.6 155.5 108 7 11.7 3 3.16 0 "no"
"4378" "WV" 63 "area_code_510" "no" "no" 0 261.8 69 44.51 245 135 20.83 202.1 94 9.09 14.7 4 3.97 0 "yes"
"4379" "NE" 124 "area_code_510" "no" "no" 0 191.3 134 32.52 261.5 113 22.23 182.3 111 8.2 10 3 2.7 1 "no"
"4380" "DC" 144 "area_code_415" "no" "no" 0 133.3 101 22.66 255.5 127 21.72 228.6 68 10.29 11.6 2 3.13 0 "no"
"4381" "NH" 116 "area_code_408" "no" "yes" 24 183.6 138 31.21 203.8 90 17.32 166.9 89 7.51 6 3 1.62 2 "no"
"4382" "MD" 189 "area_code_415" "no" "yes" 30 155.2 116 26.38 195.5 50 16.62 170.1 108 7.65 15.4 6 4.16 1 "no"
"4383" "NH" 97 "area_code_408" "no" "yes" 28 283.1 93 48.13 185.4 98 15.76 312.8 78 14.08 6.1 8 1.65 1 "no"
"4384" "WV" 137 "area_code_510" "no" "yes" 50 186.5 94 31.71 178 106 15.13 215.6 100 9.7 12.1 4 3.27 2 "no"
"4385" "IL" 142 "area_code_415" "no" "yes" 38 163.3 104 27.76 136 114 11.56 249.1 127 11.21 4.3 6 1.16 0 "no"
"4386" "OK" 84 "area_code_510" "no" "no" 0 203.4 125 34.58 182.9 88 15.55 213.7 121 9.62 13.8 2 3.73 1 "no"
"4387" "NH" 119 "area_code_415" "no" "yes" 19 178.1 110 30.28 212.8 100 18.09 226.3 123 10.18 10 6 2.7 1 "no"
"4388" "MI" 158 "area_code_415" "no" "no" 0 195.9 103 33.3 89.1 95 7.57 302.2 82 13.6 10.3 3 2.78 1 "no"
"4389" "ND" 50 "area_code_415" "no" "no" 0 295.3 127 50.2 127.4 100 10.83 166.8 105 7.51 9.6 6 2.59 1 "no"
"4390" "LA" 98 "area_code_408" "no" "no" 0 136.1 82 23.14 156.3 118 13.29 158.8 83 7.15 10.1 5 2.73 2 "no"
"4391" "HI" 101 "area_code_415" "no" "yes" 24 114.1 95 19.4 161.5 86 13.73 176.3 90 7.93 13 9 3.51 2 "no"
"4392" "NJ" 182 "area_code_415" "no" "no" 0 279.1 124 47.45 180.5 108 15.34 217.5 104 9.79 9.5 11 2.57 2 "yes"
"4393" "WV" 51 "area_code_408" "no" "no" 0 169.3 111 28.78 139.5 69 11.86 197 87 8.87 12 3 3.24 0 "no"
"4394" "NC" 117 "area_code_510" "no" "no" 0 214.4 94 36.45 138 149 11.73 148.7 102 6.69 9.9 1 2.67 2 "no"
"4395" "PA" 92 "area_code_415" "yes" "no" 0 255.8 125 43.49 142.7 111 12.13 181.2 101 8.15 11.7 3 3.16 0 "no"
"4396" "MI" 86 "area_code_408" "no" "no" 0 148.2 71 25.19 285.1 91 24.23 166.4 155 7.49 6.2 3 1.67 2 "no"
"4397" "WY" 122 "area_code_415" "no" "no" 0 119.3 93 20.28 223.9 103 19.03 211.9 122 9.54 8.7 4 2.35 2 "no"
"4398" "NJ" 156 "area_code_408" "no" "yes" 27 192.3 137 32.69 199.9 115 16.99 244.2 112 10.99 14.8 8 4 1 "no"
"4399" "NJ" 127 "area_code_510" "no" "no" 0 245.2 91 41.68 217.2 92 18.46 243.1 128 10.94 13.9 6 3.75 0 "yes"
"4400" "NC" 130 "area_code_408" "yes" "no" 0 216.2 106 36.75 363.7 86 30.91 126.7 123 5.7 16.9 2 4.56 5 "yes"
"4401" "NM" 158 "area_code_408" "no" "no" 0 172.4 114 29.31 256.6 69 21.81 235.3 104 10.59 0 0 0 2 "no"
"4402" "MS" 145 "area_code_510" "yes" "yes" 30 175.3 107 29.8 153.3 116 13.03 233.6 85 10.51 11.1 3 3 1 "no"
"4403" "TX" 90 "area_code_415" "yes" "yes" 26 169 104 28.73 188.8 104 16.05 213.3 76 9.6 13.3 3 3.59 0 "yes"
"4404" "OK" 127 "area_code_510" "no" "yes" 27 2.6 113 0.44 254 102 21.59 242.7 156 10.92 9.2 5 2.48 3 "no"
"4405" "ID" 109 "area_code_415" "no" "no" 0 184.1 143 31.3 211.7 105 17.99 243 116 10.93 9.9 2 2.67 1 "no"
"4406" "AL" 88 "area_code_415" "no" "no" 0 181.9 90 30.92 151.5 87 12.88 143 100 6.44 7.5 3 2.03 1 "no"
"4407" "WY" 101 "area_code_510" "no" "yes" 9 160.1 116 27.22 210 121 17.85 139.1 65 6.26 10.8 9 2.92 0 "no"
"4408" "HI" 171 "area_code_510" "no" "no" 0 189.8 122 32.27 173.7 85 14.76 257.1 84 11.57 10.3 1 2.78 0 "no"
"4409" "VA" 21 "area_code_415" "no" "no" 0 223.2 142 37.94 216.5 114 18.4 214.7 111 9.66 12.4 2 3.35 1 "no"
"4410" "WV" 145 "area_code_408" "no" "yes" 31 216 94 36.72 225.1 123 19.13 234.7 109 10.56 10.7 1 2.89 2 "no"
"4411" "DE" 90 "area_code_415" "no" "no" 0 198.5 124 33.75 266.6 100 22.66 243.3 80 10.95 8 7 2.16 2 "no"
"4412" "CA" 33 "area_code_408" "no" "no" 0 159.5 115 27.12 195.4 118 16.61 102.4 86 4.61 7.1 7 1.92 1 "no"
"4413" "PA" 61 "area_code_408" "no" "yes" 40 105 78 17.85 180.6 100 15.35 174.1 115 7.83 10.2 2 2.75 2 "yes"
"4414" "CO" 107 "area_code_415" "no" "no" 0 204.5 108 34.77 162.4 110 13.8 155 102 6.98 13.4 1 3.62 3 "no"
"4415" "MD" 147 "area_code_408" "no" "no" 0 274 92 46.58 231.8 82 19.7 283.6 83 12.76 6.2 1 1.67 0 "yes"
"4416" "AL" 117 "area_code_510" "no" "no" 0 158.7 84 26.98 181.7 91 15.44 177.3 67 7.98 7.7 10 2.08 2 "no"
"4417" "AL" 95 "area_code_415" "no" "no" 0 229.9 116 39.08 202.4 110 17.2 171.4 105 7.71 14.2 6 3.83 1 "no"
"4418" "KS" 186 "area_code_510" "no" "no" 0 137.8 97 23.43 187.7 118 15.95 146.4 85 6.59 8.7 6 2.35 1 "no"
"4419" "MI" 128 "area_code_415" "no" "no" 0 179.4 94 30.5 270.4 92 22.98 191 88 8.59 7.9 4 2.13 0 "no"
"4420" "AK" 55 "area_code_408" "no" "yes" 39 139.3 101 23.68 178.3 117 15.16 246.5 104 11.09 8.1 1 2.19 3 "no"
"4421" "OH" 134 "area_code_415" "no" "no" 0 7.8 86 1.33 171.4 100 14.57 186.5 80 8.39 12.9 2 3.48 2 "no"
"4422" "IN" 96 "area_code_415" "no" "yes" 23 183.1 88 31.13 147.4 89 12.53 350.2 108 15.76 11.3 7 3.05 1 "no"
"4423" "SC" 107 "area_code_415" "no" "no" 0 206.9 79 35.17 262.4 117 22.3 149.3 69 6.72 10.7 3 2.89 0 "no"
"4424" "KS" 123 "area_code_415" "no" "no" 0 140 106 23.8 153.7 101 13.06 50.1 87 2.25 12.5 1 3.38 2 "no"
"4425" "OK" 35 "area_code_415" "no" "no" 0 179.2 59 30.46 283.3 101 24.08 285.4 83 12.84 5.8 7 1.57 2 "no"
"4426" "WI" 74 "area_code_408" "no" "no" 0 177.4 136 30.16 240.3 104 20.43 237.3 133 10.68 12 3 3.24 0 "no"
"4427" "IN" 130 "area_code_408" "no" "no" 0 115.6 129 19.65 167.8 104 14.26 141.8 124 6.38 12.6 9 3.4 1 "no"
"4428" "IL" 137 "area_code_408" "yes" "no" 0 237.3 103 40.34 176.7 84 15.02 263.4 81 11.85 14.2 4 3.83 0 "yes"
"4429" "TN" 88 "area_code_415" "no" "no" 0 181.5 116 30.86 187 119 15.9 220.3 96 9.91 10.5 7 2.84 1 "no"
"4430" "DC" 80 "area_code_408" "no" "no" 0 51.5 90 8.76 164 98 13.94 169.4 80 7.62 9.5 4 2.57 3 "no"
"4431" "NC" 116 "area_code_408" "no" "yes" 19 155.7 104 26.47 185.4 118 15.76 192.7 116 8.67 8.2 2 2.21 3 "no"
"4432" "RI" 123 "area_code_510" "no" "yes" 23 245 88 41.65 265 105 22.53 239.7 108 10.79 14.9 3 4.02 2 "no"
"4433" "MS" 120 "area_code_415" "no" "no" 0 131.7 99 22.39 163.1 109 13.86 201.1 116 9.05 10.7 3 2.89 1 "no"
"4434" "VA" 146 "area_code_415" "yes" "no" 0 111.1 126 18.89 313.4 95 26.64 215.7 82 9.71 10.5 6 2.84 1 "no"
"4435" "KY" 106 "area_code_510" "no" "yes" 9 88.5 100 15.05 324.8 109 27.61 79.9 86 3.6 8.2 4 2.21 3 "no"
"4436" "NV" 121 "area_code_408" "no" "yes" 44 116 85 19.72 150.1 120 12.76 246.8 98 11.11 12 2 3.24 1 "no"
"4437" "WI" 137 "area_code_510" "no" "no" 0 155.5 81 26.44 133.1 94 11.31 253.1 77 11.39 9.1 2 2.46 1 "no"
"4438" "NH" 84 "area_code_408" "no" "yes" 30 106.5 65 18.11 225.7 108 19.18 188.6 61 8.49 5.7 3 1.54 2 "no"
"4439" "NE" 67 "area_code_510" "no" "yes" 31 175.2 68 29.78 199.2 73 16.93 219.8 99 9.89 13.2 6 3.56 1 "no"
"4440" "WI" 161 "area_code_408" "no" "no" 0 154.7 84 26.3 177.8 125 15.11 172.9 90 7.78 5.9 2 1.59 4 "yes"
"4441" "NJ" 134 "area_code_510" "no" "yes" 34 247.2 105 42.02 225.5 133 19.17 186.3 76 8.38 6.1 5 1.65 2 "yes"
"4442" "ME" 62 "area_code_415" "yes" "yes" 32 218.4 93 37.13 236.7 132 20.12 192.2 137 8.65 13.2 3 3.56 0 "yes"
"4443" "WY" 120 "area_code_415" "no" "yes" 24 227.5 81 38.68 234.9 71 19.97 166.4 128 7.49 9 13 2.43 1 "no"
"4444" "IN" 130 "area_code_408" "no" "yes" 30 185 117 31.45 249.5 141 21.21 157.8 103 7.1 7.4 7 2 0 "no"
"4445" "WI" 20 "area_code_408" "no" "no" 0 186.8 89 31.76 253.4 51 21.54 273.1 105 12.29 12.3 6 3.32 2 "no"
"4446" "VT" 68 "area_code_415" "no" "no" 0 158.8 119 27 211.8 105 18 198.1 101 8.91 10.3 3 2.78 1 "no"
"4447" "CA" 112 "area_code_415" "no" "no" 0 208.7 150 35.48 212.8 104 18.09 178.1 98 8.01 8.5 4 2.3 0 "no"
"4448" "IN" 77 "area_code_408" "no" "no" 0 185.9 95 31.6 212 98 18.02 282.3 81 12.7 11.3 4 3.05 3 "no"
"4449" "SC" 109 "area_code_415" "no" "no" 0 222.5 74 37.83 169.7 75 14.42 264.3 94 11.89 9 3 2.43 2 "no"
"4450" "IN" 108 "area_code_415" "no" "no" 0 201.1 101 34.19 170.7 86 14.51 237.4 113 10.68 11.6 3 3.13 3 "no"
"4451" "IA" 79 "area_code_415" "no" "yes" 17 167.9 114 28.54 243.7 93 20.71 211.9 114 9.54 9.1 2 2.46 1 "no"
"4452" "MD" 119 "area_code_408" "no" "no" 0 239.1 88 40.65 243.5 79 20.7 230.9 92 10.39 10.9 3 2.94 3 "yes"
"4453" "MN" 38 "area_code_510" "no" "no" 0 175.7 109 29.87 211.8 97 18 137.9 109 6.21 9.2 3 2.48 5 "yes"
"4454" "AR" 109 "area_code_415" "no" "yes" 29 111.2 90 18.9 263.5 98 22.4 224.7 128 10.11 9 6 2.43 6 "yes"
"4455" "MS" 78 "area_code_415" "no" "no" 0 87.7 74 14.91 214.8 58 18.26 201.3 147 9.06 10.8 6 2.92 1 "no"
"4456" "MN" 134 "area_code_415" "no" "no" 0 244.1 99 41.5 246.9 111 20.99 200 133 9 7.2 2 1.94 0 "no"
"4457" "WA" 47 "area_code_415" "no" "yes" 27 165 89 28.05 127.3 118 10.82 284.4 95 12.8 7.7 4 2.08 2 "no"
"4458" "MS" 59 "area_code_408" "no" "yes" 27 127.4 110 21.66 103.3 99 8.78 164.2 73 7.39 9.1 3 2.46 0 "no"
"4459" "ID" 151 "area_code_415" "no" "no" 0 194.8 106 33.12 292.7 103 24.88 224.6 82 10.11 5.5 3 1.49 0 "no"
"4460" "NC" 129 "area_code_415" "no" "no" 0 54.7 131 9.3 256.1 105 21.77 176.6 135 7.95 11.1 4 3 1 "no"
"4461" "VA" 107 "area_code_510" "no" "yes" 27 283.4 104 48.18 224.1 152 19.05 241.3 63 10.86 14.4 7 3.89 2 "no"
"4462" "MT" 137 "area_code_408" "yes" "no" 0 258 112 43.86 246.5 117 20.95 173.2 100 7.79 10.9 3 2.94 0 "yes"
"4463" "MI" 76 "area_code_510" "no" "no" 0 90.5 142 15.39 211.7 75 17.99 194.9 76 8.77 9.3 2 2.51 1 "no"
"4464" "HI" 24 "area_code_415" "no" "no" 0 235.6 132 40.05 115.9 129 9.85 185.4 136 8.34 16.2 2 4.37 0 "no"
"4465" "NC" 169 "area_code_408" "no" "no" 0 142.5 82 24.23 231.4 110 19.67 131.2 67 5.9 10 4 2.7 2 "no"
"4466" "MN" 30 "area_code_408" "no" "no" 0 54 68 9.18 179.3 96 15.24 247.2 101 11.12 10.2 8 2.75 1 "no"
"4467" "WV" 70 "area_code_415" "no" "no" 0 214.8 87 36.52 131 114 11.14 216.9 104 9.76 9.4 3 2.54 3 "no"
"4468" "SD" 52 "area_code_510" "yes" "no" 0 251.4 118 42.74 196.6 80 16.71 192 53 8.64 11 2 2.97 0 "yes"
"4469" "HI" 3 "area_code_408" "no" "no" 0 139 99 23.63 250.7 108 21.31 286.2 87 12.88 6.1 3 1.65 4 "no"
"4470" "MS" 38 "area_code_415" "no" "no" 0 117.3 114 19.94 208.7 105 17.74 203.4 98 9.15 14.4 2 3.89 2 "no"
"4471" "NY" 104 "area_code_415" "no" "no" 0 264 108 44.88 132.2 75 11.24 177.7 91 8 10.6 8 2.86 3 "no"
"4472" "LA" 27 "area_code_408" "no" "no" 0 82.6 105 14.04 204 99 17.34 224.2 122 10.09 9.1 4 2.46 1 "no"
"4473" "KS" 166 "area_code_415" "yes" "yes" 28 175.8 126 29.89 253.6 76 21.56 128.5 72 5.78 11.4 5 3.08 1 "no"
"4474" "MA" 13 "area_code_408" "no" "no" 0 220.4 100 37.47 211.2 79 17.95 259.3 112 11.67 13.6 8 3.67 2 "no"
"4475" "AK" 52 "area_code_408" "no" "no" 0 217 104 36.89 152.3 83 12.95 134.3 109 6.04 11.8 4 3.19 2 "no"
"4476" "SD" 114 "area_code_415" "no" "yes" 25 129 77 21.93 290 110 24.65 177.1 110 7.97 11.6 5 3.13 1 "no"
"4477" "CO" 156 "area_code_408" "no" "no" 0 150.5 106 25.59 152.9 112 13 215.9 86 9.72 3.5 3 0.95 1 "no"
"4478" "NH" 90 "area_code_415" "no" "yes" 42 193.3 66 32.86 263.3 85 22.38 214.4 97 9.65 11.1 4 3 0 "no"
"4479" "WV" 62 "area_code_415" "no" "no" 0 189.5 122 32.22 103.8 95 8.82 180.6 106 8.13 10.8 5 2.92 2 "no"
"4480" "AZ" 82 "area_code_415" "no" "yes" 33 137.8 95 23.43 235.5 128 20.02 268.1 70 12.06 11 6 2.97 2 "no"
"4481" "ME" 52 "area_code_510" "no" "no" 0 129.3 80 21.98 142.7 101 12.13 258.3 89 11.62 12.3 4 3.32 3 "no"
"4482" "NH" 146 "area_code_510" "no" "no" 0 115.6 77 19.65 213.6 100 18.16 218.4 72 9.83 10.7 6 2.89 1 "no"
"4483" "RI" 120 "area_code_415" "no" "yes" 23 221.9 114 37.72 254.7 84 21.65 250.5 117 11.27 7.2 5 1.94 2 "no"
"4484" "ID" 130 "area_code_415" "no" "no" 0 263.7 113 44.83 186.5 103 15.85 195.3 99 8.79 18.3 6 4.94 1 "yes"
"4485" "WI" 90 "area_code_408" "no" "no" 0 61.3 91 10.42 194.4 94 16.52 143.1 80 6.44 11.4 9 3.08 1 "no"
"4486" "NM" 147 "area_code_408" "yes" "no" 0 183.8 113 31.25 164.7 110 14 111 87 5 10.1 4 2.73 1 "no"
"4487" "WY" 159 "area_code_415" "no" "no" 0 167.4 68 28.46 143.8 74 12.22 140.1 111 6.3 10.3 3 2.78 0 "yes"
"4488" "IL" 74 "area_code_510" "no" "yes" 27 154.1 122 26.2 195.3 150 16.6 276.7 86 12.45 13.2 2 3.56 4 "no"
"4489" "TX" 130 "area_code_408" "no" "no" 0 252 101 42.84 170.2 105 14.47 209.2 64 9.41 5.7 5 1.54 0 "no"
"4490" "RI" 155 "area_code_408" "yes" "no" 0 163.1 94 27.73 291.7 108 24.79 96.4 111 4.34 11.2 3 3.02 0 "no"
"4491" "MI" 87 "area_code_415" "no" "no" 0 198.3 80 33.71 187 89 15.9 133.5 96 6.01 16.6 4 4.48 2 "no"
"4492" "OR" 81 "area_code_415" "no" "no" 0 324.7 48 55.2 236.4 82 20.09 187.6 78 8.44 13.1 5 3.54 0 "yes"
"4493" "VA" 99 "area_code_510" "no" "no" 0 128.3 78 21.81 215.3 120 18.3 143.7 140 6.47 14.3 9 3.86 2 "no"
"4494" "SD" 131 "area_code_510" "no" "no" 0 187.9 110 31.94 200.5 101 17.04 202.6 125 9.12 10.2 11 2.75 2 "no"
"4495" "AL" 89 "area_code_510" "no" "no" 0 129.2 71 21.96 214.1 68 18.2 214.9 100 9.67 10.3 4 2.78 5 "yes"
"4496" "MS" 123 "area_code_415" "yes" "no" 0 125.5 106 21.34 128.9 96 10.96 251.9 129 11.34 6.3 6 1.7 4 "yes"
"4497" "MS" 130 "area_code_510" "no" "yes" 26 257.2 108 43.72 224.3 122 19.07 204 118 9.18 12.6 4 3.4 1 "no"
"4498" "HI" 99 "area_code_415" "no" "no" 0 124.6 90 21.18 146.4 70 12.44 169.4 95 7.62 10.5 6 2.84 1 "no"
"4499" "WV" 36 "area_code_408" "no" "no" 0 175.1 144 29.77 216.9 69 18.44 243.7 146 10.97 9.9 3 2.67 1 "no"
"4500" "WV" 87 "area_code_415" "no" "no" 0 124.3 91 21.13 173.4 105 14.74 256.3 109 11.53 7.5 5 2.03 3 "no"
"4501" "WV" 139 "area_code_415" "no" "no" 0 271.6 130 46.17 156 131 13.26 136.3 108 6.13 11.6 9 3.13 2 "no"
"4502" "IN" 189 "area_code_510" "no" "no" 0 219.9 80 37.38 143.3 117 12.18 130.6 69 5.88 11.7 7 3.16 1 "no"
"4503" "NM" 96 "area_code_415" "no" "yes" 33 183.3 115 31.16 201.4 87 17.12 177.4 84 7.98 10.4 15 2.81 3 "no"
"4504" "DE" 112 "area_code_408" "no" "no" 0 101.1 119 17.19 214.4 67 18.22 179.5 112 8.08 10.3 5 2.78 2 "no"
"4505" "NC" 75 "area_code_408" "no" "no" 0 203.3 70 34.56 228.9 97 19.46 222.2 118 10 14.3 3 3.86 1 "no"
"4506" "NM" 178 "area_code_415" "no" "yes" 35 175.4 88 29.82 190 65 16.15 138.7 94 6.24 10.5 3 2.84 2 "no"
"4507" "SC" 112 "area_code_415" "no" "no" 0 266 97 45.22 214.6 94 18.24 306.2 100 13.78 14.2 2 3.83 2 "yes"
"4508" "NJ" 108 "area_code_415" "no" "yes" 41 171.6 110 29.17 136.1 78 11.57 183.4 103 8.25 10.8 7 2.92 0 "no"
"4509" "AZ" 100 "area_code_510" "no" "no" 0 78.7 98 13.38 225.6 102 19.18 150.4 106 6.77 14 8 3.78 0 "no"
"4510" "RI" 121 "area_code_510" "no" "yes" 20 211.9 110 36.02 215.1 120 18.28 238.5 107 10.73 9.4 2 2.54 0 "no"
"4511" "SD" 116 "area_code_415" "no" "no" 0 63.7 101 10.83 195.8 95 16.64 210.1 87 9.45 10 6 2.7 1 "no"
"4512" "NH" 161 "area_code_415" "no" "no" 0 173.4 100 29.48 213.7 74 18.16 141.5 69 6.37 11.5 4 3.11 1 "no"
"4513" "AL" 19 "area_code_415" "yes" "no" 0 237.7 98 40.41 207.1 121 17.6 182.2 95 8.2 4.5 4 1.22 0 "no"
"4514" "WV" 104 "area_code_415" "no" "no" 0 225.9 123 38.4 162.8 106 13.84 272.1 85 12.24 10.1 4 2.73 1 "no"
"4515" "ID" 119 "area_code_415" "yes" "yes" 32 173 101 29.41 209.4 93 17.8 231.1 91 10.4 12.2 4 3.29 0 "no"
"4516" "MD" 125 "area_code_415" "no" "no" 0 224.9 102 38.23 143.8 87 12.22 198.9 105 8.95 8 2 2.16 0 "no"
"4517" "IN" 156 "area_code_510" "no" "no" 0 237.7 122 40.41 181.5 91 15.43 185.7 151 8.36 7.7 4 2.08 1 "no"
"4518" "WY" 109 "area_code_415" "no" "no" 0 137 128 23.29 217 116 18.45 182.1 86 8.19 10 5 2.7 2 "no"
"4519" "NH" 95 "area_code_510" "no" "no" 0 142.5 109 24.23 176.1 107 14.97 189.6 88 8.53 8.2 3 2.21 2 "no"
"4520" "MN" 90 "area_code_408" "no" "no" 0 142.4 126 24.21 126.2 118 10.73 274.2 71 12.34 4.6 4 1.24 1 "no"
"4521" "MA" 105 "area_code_415" "no" "yes" 21 147 112 24.99 197.3 43 16.77 267.4 93 12.03 8.7 3 2.35 2 "no"
"4522" "NH" 101 "area_code_510" "no" "no" 0 220.3 124 37.45 188.6 101 16.03 278.4 98 12.53 10.6 4 2.86 1 "no"
"4523" "MN" 95 "area_code_415" "no" "no" 0 149.2 96 25.36 260.7 116 22.16 201 120 9.05 8.1 2 2.19 1 "no"
"4524" "IA" 123 "area_code_415" "no" "no" 0 204.4 88 34.75 137.5 111 11.69 226 100 10.17 10 4 2.7 0 "no"
"4525" "NY" 160 "area_code_408" "no" "no" 0 216.8 77 36.86 207.3 117 17.62 228.6 117 10.29 5.6 2 1.51 1 "no"
"4526" "AL" 141 "area_code_510" "no" "yes" 28 308 123 52.36 247.8 128 21.06 152.9 103 6.88 7.4 3 2 1 "no"
"4527" "WV" 87 "area_code_415" "no" "no" 0 58 125 9.86 67.5 116 5.74 185.9 136 8.37 11.5 3 3.11 0 "no"
"4528" "NM" 81 "area_code_415" "no" "no" 0 173.2 80 29.44 236.2 94 20.08 240.2 84 10.81 11.8 6 3.19 2 "no"
"4529" "CA" 75 "area_code_415" "no" "yes" 19 210.3 90 35.75 241.8 87 20.55 215.7 102 9.71 13.1 3 3.54 4 "no"
