Performance,Finishing,Passing,Defending,Tackling,Dribbling,Shooting,Stamina,Speed,Balance,Vision,Diving,Handling
65,39,57,67,69,60,54,71,70,69,57,11,11
72,70,64,43,18,76,72,85,79,85,75,12,12
79,60,66,77,83,61,63,71,69,60,56,5,5
74,75,68,43,19,74,78,76,94,67,64,11,11
65,52,71,45,47,46,78,78,53,32,72,10,10
69,70,56,17,18,62,76,71,65,58,52,7,7
80,41,81,81,75,70,70,89,73,47,61,13,13
75,73,75,19,13,83,77,65,86,72,59,6,6
70,9,23,11,9,10,34,39,34,35,32,68,68
75,36,75,76,74,75,72,77,79,70,68,6,6
76,73,75,63,73,74,83,78,80,61,73,7,7
66,51,69,71,60,65,71,69,61,78,68,13,13
75,13,35,14,13,13,23,53,47,40,28,79,79
70,14,33,18,13,15,42,49,60,43,31,73,73
65,19,12,11,11,5,36,57,43,37,31,67,67
63,47,61,66,54,57,73,92,63,73,55,11,11
65,35,63,67,58,53,43,84,67,69,36,12,12
65,67,59,33,13,59,69,69,51,43,52,11,11
66,29,57,65,63,51,58,65,77,63,34,11,11
65,29,60,67,50,58,71,68,67,67,60,11,11
72,76,61,42,43,65,73,76,67,71,61,7,7
63,60,56,31,25,57,71,71,69,65,55,7,7
67,50,66,51,50,67,68,85,78,71,60,13,13
67,65,63,32,35,63,70,80,75,80,70,15,15
65,49,62,60,60,60,62,69,70,68,61,12,12
65,65,68,64,64,66,68,72,46,39,67,13,13
69,33,71,63,71,65,77,74,73,75,64,7,7
63,42,60,62,61,55,57,67,73,66,58,11,11
62,45,53,55,59,51,51,90,72,68,56,13,13
60,12,32,13,9,19,35,38,60,39,22,63,63
61,60,60,32,39,64,67,65,75,69,54,6,6
69,56,67,67,64,60,84,87,71,63,66,15,15
61,28,53,61,60,52,47,81,63,43,47,5,5
64,37,67,61,65,51,44,89,77,73,59,5,5
66,45,60,60,66,53,51,52,72,70,36,8,8
63,49,63,64,62,58,71,72,68,67,42,6,6
68,56,76,58,39,64,71,74,64,51,65,13,13
60,22,60,56,65,55,52,70,64,62,42,12,12
71,59,71,67,72,63,74,64,66,58,43,12,12
59,55,50,22,13,61,66,58,63,47,39,6,6
67,67,56,11,21,72,66,82,79,80,76,9,9
67,49,65,68,65,67,62,83,76,68,49,7,7
65,32,73,49,68,53,61,93,66,91,62,5,5
68,25,56,70,63,37,61,65,53,40,40,10,10
68,48,66,64,66,67,45,79,68,58,45,10,10
60,12,13,12,9,11,14,35,45,62,36,66,66
64,64,68,61,56,63,61,80,73,64,67,11,11
60,38,56,62,59,35,58,54,52,33,43,11,11
73,46,67,73,72,62,24,90,85,63,54,13,13
61,10,48,61,53,46,42,63,64,52,53,6,6
77,81,66,22,13,72,76,78,78,70,68,12,12
65,63,62,29,23,65,58,76,90,89,63,5,5
62,34,57,61,62,56,35,71,61,64,43,9,9
63,56,61,60,62,63,63,72,70,61,65,15,15
76,63,81,65,68,72,73,75,74,76,79,6,6
65,32,62,60,51,45,67,72,48,48,76,12,12
76,12,19,10,12,13,13,30,47,44,22,78,78
64,33,62,66,67,38,48,71,64,64,53,11,11
74,70,80,58,54,76,87,72,78,73,73,9,9
71,60,68,32,24,70,64,68,83,76,70,12,12
75,66,69,34,37,81,64,68,76,70,60,14,14
72,17,27,19,17,18,16,51,52,42,34,74,74
61,19,54,57,56,51,41,65,62,59,55,15,15
66,32,60,63,68,54,46,69,72,57,47,6,6
60,52,64,35,37,56,56,76,72,70,64,14,14
69,73,57,22,33,62,76,63,66,58,52,6,6
69,42,69,70,65,53,84,85,39,34,65,6,6
81,78,76,27,36,81,74,75,96,80,74,11,11
63,64,54,21,31,52,70,60,65,51,52,13,13
75,73,76,57,58,68,77,71,64,58,77,13,13
72,68,66,15,25,80,70,68,75,76,67,9,9
68,72,65,41,28,65,70,69,74,62,58,9,9
72,63,67,34,30,76,67,68,90,67,61,10,10
66,65,67,10,37,79,77,61,79,72,68,13,13
75,41,70,66,72,64,68,87,78,60,65,12,12
67,46,57,31,26,79,64,61,75,81,58,9,9
62,59,65,55,54,59,72,71,71,81,65,13,13
80,50,72,78,81,48,72,81,79,54,61,6,6
71,32,57,67,73,36,34,64,53,57,49,8,8
64,64,65,21,15,66,67,71,71,72,59,8,8
77,69,71,40,57,86,79,74,90,84,69,7,7
68,36,63,68,70,50,58,68,62,61,48,6,6
75,68,75,27,34,82,78,69,71,49,76,9,9
69,60,66,38,26,74,59,71,75,68,65,11,11
80,62,80,31,59,82,82,78,94,78,76,14,14
63,60,69,22,21,63,68,40,48,71,74,5,5
61,35,64,61,56,41,38,69,44,51,43,14,14
56,30,47,51,75,41,32,67,71,57,42,13,13
64,53,64,61,55,66,54,66,64,48,67,10,10
61,28,45,57,73,42,67,78,65,34,33,12,12
58,48,51,37,51,57,53,71,74,67,54,12,12
57,53,55,12,29,58,62,58,72,78,41,14,14
66,59,57,24,28,72,60,60,78,60,43,15,15
63,33,66,60,65,62,71,70,68,67,56,9,9
68,70,57,35,22,66,78,67,84,51,63,11,11
62,14,13,10,12,11,10,34,41,52,33,64,64
77,29,66,83,82,44,64,78,76,62,46,9,9
87,90,84,13,12,83,86,74,85,71,81,13,13
67,26,60,67,72,57,62,74,64,56,59,5,5
67,35,53,62,57,47,43,69,44,56,47,6,6
75,52,75,74,77,65,76,79,66,67,68,7,7
71,72,70,30,36,73,75,78,77,63,67,6,6
60,32,57,39,43,52,66,81,67,70,66,15,15
69,67,64,42,45,66,62,79,79,79,60,11,11
72,41,60,72,66,61,63,64,64,41,48,11,11
66,73,34,22,15,54,69,77,69,48,58,6,6
76,67,81,70,64,76,72,90,73,71,82,12,12
73,70,74,45,39,77,82,76,89,57,72,12,12
63,7,24,7,13,14,17,55,35,34,17,65,65
68,28,72,65,68,38,52,72,66,44,59,6,6
67,65,74,53,45,64,62,69,71,70,73,6,6
81,32,75,84,82,58,54,73,74,62,56,13,13
67,58,69,20,24,68,64,75,69,70,65,14,14
68,24,68,72,70,54,55,73,75,79,63,11,11
64,66,59,21,22,62,65,56,67,75,66,14,14
76,70,77,42,26,80,73,74,83,70,73,14,14
75,71,75,31,45,84,82,62,79,66,74,15,15
64,31,69,58,65,56,76,60,58,62,57,10,10
85,77,87,35,44,88,76,73,84,92,87,5,5
70,56,73,46,51,71,68,67,56,74,73,10,10
59,37,62,48,62,40,51,67,64,76,54,10,10
65,43,54,66,71,24,51,67,52,69,52,10,10
76,15,34,11,14,13,39,30,36,41,33,78,78
57,51,55,46,44,56,53,58,50,57,61,7,7
63,66,62,45,63,63,82,71,55,53,60,5,5
71,69,64,22,23,76,73,66,78,64,61,13,13
65,65,63,34,37,62,71,64,53,58,65,9,9
60,28,76,32,37,55,36,73,66,78,69,14,14
72,60,75,69,74,60,60,75,69,58,63,5,5
55,66,49,32,29,44,60,68,67,60,48,11,11
68,10,63,66,63,51,43,64,55,61,37,11,11
52,38,56,56,61,56,45,64,72,58,51,7,7
67,31,73,58,64,62,50,81,73,80,64,8,8
68,74,59,21,25,57,86,63,64,70,66,13,13
70,58,77,72,71,70,68,75,65,63,75,9,9
69,60,72,43,50,72,86,66,62,72,72,8,8
69,52,68,66,74,75,70,66,78,81,48,13,13
55,55,54,55,53,44,55,91,64,67,55,6,6
58,57,55,50,34,66,77,74,71,70,61,15,15
65,45,77,37,52,59,57,74,65,61,70,13,13
55,48,51,53,55,46,53,61,34,66,52,15,15
56,13,23,14,13,13,21,32,55,54,33,54,54
56,57,50,31,20,54,57,71,54,51,58,13,13
59,33,51,58,58,31,58,63,54,32,53,9,9
56,42,47,54,53,35,51,63,52,54,44,7,7
66,64,65,22,26,66,71,70,69,60,71,7,7
70,47,65,69,69,37,40,60,48,52,57,9,9
72,55,74,64,72,72,85,84,80,76,72,5,5
68,65,61,22,31,66,72,66,88,90,64,5,5
77,49,77,79,77,59,77,82,70,66,75,13,13
62,13,26,11,16,14,14,51,42,62,34,66,66
55,53,48,27,32,52,49,69,70,43,58,14,14
70,14,68,68,74,50,31,69,67,71,68,8,8
64,65,53,27,28,59,67,65,69,91,71,7,7
79,46,83,68,74,68,77,69,67,68,79,6,6
64,67,61,34,35,65,60,64,70,66,61,13,13
77,26,56,81,75,40,68,64,55,48,47,10,10
72,40,62,75,70,45,56,62,55,64,47,10,10
69,53,76,72,64,64,61,70,69,65,61,12,12
69,42,73,73,64,64,80,75,78,70,61,14,14
73,75,70,45,31,73,73,77,63,59,66,11,11
68,12,33,13,13,14,31,33,53,60,33,71,71
74,63,66,43,35,77,78,66,68,93,76,14,14
60,66,38,11,14,55,57,71,73,80,55,10,10
82,10,33,14,15,14,25,51,60,57,33,91,91
74,49,73,74,69,63,63,82,68,67,68,8,8
61,16,36,13,11,14,26,36,13,50,26,64,64
67,61,70,17,21,65,65,68,59,67,71,10,10
62,56,65,19,46,64,57,87,59,73,60,12,12
64,69,43,30,29,59,66,64,51,59,63,15,15
58,14,42,60,53,26,40,77,53,45,42,8,8
63,46,59,39,37,67,61,53,77,72,42,5,5
64,48,64,57,56,62,59,73,72,77,56,14,14
67,66,62,25,29,68,68,70,81,73,61,5,5
65,47,55,63,68,44,45,69,79,68,51,7,7
71,56,72,61,70,76,74,73,79,78,68,9,9
64,16,27,10,12,17,23,52,64,58,31,66,66
72,43,57,71,72,43,63,70,64,30,47,12,12
63,53,73,55,57,58,66,80,68,60,66,9,9
80,72,77,38,33,87,69,71,90,84,72,8,8
70,14,34,14,11,12,30,50,52,54,31,69,69
71,24,58,75,73,32,45,74,36,40,45,6,6
73,70,75,41,21,75,76,76,74,73,77,10,10
69,10,24,15,13,11,23,46,39,39,38,72,72
69,49,72,69,67,49,70,78,52,79,69,15,15
73,73,74,25,22,77,80,66,70,88,73,14,14
73,75,61,19,33,61,76,58,61,54,57,12,12
71,17,31,7,12,16,41,39,42,43,35,74,74
73,70,73,52,33,78,77,80,64,68,67,12,12
66,64,68,29,14,67,67,48,65,93,67,14,14
65,34,69,62,69,63,68,62,73,68,46,6,6
71,68,74,68,69,79,70,75,68,90,68,15,15
76,64,76,73,77,80,78,79,89,87,70,6,6
75,67,77,50,33,78,74,61,63,78,79,11,11
69,51,64,65,68,61,72,77,79,65,59,7,7
66,32,48,67,62,28,58,37,44,47,60,12,12
69,24,57,72,65,40,51,76,40,52,37,11,11
74,67,72,34,19,80,72,93,92,92,63,13,13
67,66,70,62,62,65,67,75,72,72,71,6,6
59,37,58,44,47,62,44,84,80,84,53,14,14
60,34,57,54,55,55,55,74,64,56,67,6,6
63,52,67,59,63,55,70,80,73,67,58,13,13
66,61,66,65,64,66,69,76,71,73,67,15,15
61,23,34,65,61,32,37,64,64,57,54,14,14
74,62,62,79,68,58,78,81,64,51,71,13,13
75,80,68,20,43,71,72,65,79,60,66,7,7
64,69,65,53,55,62,65,67,82,80,68,10,10
69,64,67,17,22,69,85,72,75,67,65,12,12
67,53,67,63,63,68,61,78,82,80,56,5,5
66,63,64,67,61,61,62,75,78,67,62,12,12
68,66,74,55,26,70,70,75,71,72,73,8,8
60,37,52,64,60,38,47,71,62,55,48,7,7
58,42,55,57,57,51,56,70,68,72,54,9,9
61,48,56,46,41,69,47,63,66,77,59,12,12
66,35,55,73,67,54,55,70,60,61,62,15,15
63,74,61,32,32,66,61,60,64,63,55,9,9
68,70,63,31,21,65,71,65,68,44,71,13,13
80,33,64,86,80,54,72,69,50,60,53,11,11
73,39,61,77,73,48,68,44,28,56,42,15,15
63,61,64,17,19,70,70,34,78,52,51,14,14
75,70,70,56,51,80,73,91,90,86,65,7,7
67,65,58,17,23,62,82,54,73,59,47,10,10
70,62,65,77,63,54,82,75,75,85,50,13,13
63,45,62,65,62,58,63,68,73,82,52,8,8
72,68,68,17,40,76,75,77,83,82,62,8,8
59,12,31,12,14,14,35,52,58,54,35,60,60
93,85,89,22,44,95,85,81,95,88,81,12,12
89,78,93,33,72,86,97,91,92,71,71,6,6
87,42,71,87,88,73,92,91,88,77,87,6,6
91,44,88,94,93,57,78,88,94,61,91,15,15
93,62,74,90,94,76,87,90,88,77,92,5,5
93,85,89,33,77,95,88,82,95,88,81,9,9
93,83,91,34,41,89,81,83,91,74,92,11,11
61,65,55,14,14,68,66,68,84,72,48,5,5
65,48,68,60,60,60,57,81,66,62,68,9,9
64,62,53,34,26,62,67,74,71,65,59,8,8
93,93,83,22,31,96,92,77,92,77,82,9,9
61,60,49,21,19,55,67,45,45,48,61,13,13
62,11,35,9,17,13,40,50,50,40,34,66,66
64,41,53,63,47,71,73,63,79,78,68,5,5
63,41,51,67,60,44,58,69,63,48,54,13,13
63,59,64,46,51,65,69,68,61,62,56,5,5
63,38,64,62,60,48,56,69,66,71,47,13,13
61,52,62,28,24,60,67,69,65,72,57,6,6
66,34,64,54,69,50,67,80,77,71,58,7,7
92,95,82,31,31,81,92,88,95,66,81,13,13
94,93,78,23,42,86,93,94,90,73,82,11,11
92,13,37,10,13,16,39,54,50,51,33,87,87
91,84,96,52,72,98,91,77,92,77,94,11,11
81,35,64,83,84,46,46,77,69,60,54,15,15
77,76,74,25,27,81,67,82,85,81,74,8,8
63,59,71,66,49,59,57,71,51,67,66,7,7
58,18,26,10,15,13,19,32,36,54,32,57,57
60,44,50,41,23,65,75,64,67,75,50,10,10
64,11,22,14,19,11,24,52,58,31,37,62,62
74,70,72,22,27,67,81,68,75,31,72,15,15
62,16,12,13,11,15,27,52,40,66,35,67,67
58,54,55,56,52,53,59,51,79,57,46,6,6
69,69,65,29,30,75,68,80,86,72,71,13,13
61,56,61,34,34,61,52,70,73,70,67,7,7
68,68,58,32,18,67,74,75,75,58,64,10,10
69,57,72,42,58,67,69,82,68,60,71,13,13
66,69,72,46,59,68,70,74,72,73,63,5,5
61,12,11,10,11,10,24,30,52,54,31,64,64
65,55,69,60,58,59,81,78,55,61,75,11,11
58,54,54,52,55,55,49,75,66,48,44,15,15
64,31,55,68,64,45,40,72,81,54,43,8,8
61,27,55,61,64,32,39,66,65,63,48,5,5
59,44,41,50,54,42,60,56,51,47,33,9,9
91,31,89,94,92,55,47,83,80,67,93,6,6
63,64,56,33,37,52,73,91,69,64,62,12,12
74,47,78,73,74,64,65,85,64,61,63,12,12
92,90,97,52,67,92,90,77,90,71,92,8,8
68,56,67,62,67,65,72,90,77,62,59,6,6
62,11,32,13,17,15,41,55,39,37,38,71,71
66,28,72,70,67,56,49,72,68,57,73,5,5
66,51,72,68,65,57,61,72,68,75,62,15,15
75,70,82,23,17,76,60,65,80,71,68,9,9
58,36,53,50,46,40,63,62,60,57,60,8,8
67,12,30,12,8,11,20,46,32,33,34,68,68
58,31,43,51,60,44,53,70,58,62,47,14,14
74,20,50,78,74,23,59,56,64,68,48,12,12
59,18,34,17,11,15,26,45,51,42,33,64,64
66,67,59,33,27,62,66,54,72,57,58,10,10
66,32,65,65,63,48,43,80,28,34,48,13,13
94,95,87,34,45,89,92,85,93,77,92,12,12
93,51,77,94,92,57,61,86,79,72,81,13,13
63,30,57,64,63,11,64,75,66,47,58,7,7
68,61,71,56,53,73,75,81,83,75,69,13,13
93,91,87,21,56,92,89,91,93,82,94,15,15
58,50,59,50,54,56,52,66,55,68,64,7,7
78,86,72,17,18,72,82,53,78,73,62,6,6
67,34,64,64,64,59,60,65,44,68,64,9,9
80,69,79,72,78,76,86,84,80,69,74,10,10
72,21,68,71,70,49,55,50,57,45,52,11,11
77,53,75,76,78,74,81,77,74,70,59,9,9
58,48,54,60,59,36,55,70,65,55,55,5,5
70,70,71,35,19,74,69,75,77,69,71,6,6
68,43,69,71,62,66,73,80,54,62,66,15,15
69,30,51,72,70,38,66,67,45,43,48,14,14
64,37,56,63,59,47,62,66,46,67,31,6,6
68,51,70,66,62,68,69,80,75,65,66,5,5
67,59,71,29,19,66,71,73,68,72,65,7,7
88,91,63,16,19,76,83,73,77,75,54,10,10
74,52,73,67,72,64,83,84,55,63,72,11,11
76,52,70,76,79,60,77,59,60,68,67,13,13
73,64,74,50,55,73,80,69,69,76,73,12,12
89,72,89,59,82,91,87,88,92,92,92,13,13
91,81,91,24,37,95,81,85,92,86,85,6,6
91,90,82,34,41,85,90,87,90,55,89,7,7
61,52,58,43,14,61,64,68,77,65,51,11,11
78,63,82,76,78,77,75,80,76,82,76,14,14
72,13,22,11,12,12,16,48,62,62,31,78,78
60,26,46,64,62,40,39,71,67,71,41,13,13
69,48,73,60,58,70,63,90,55,59,71,10,10
87,13,42,15,14,16,42,44,61,35,31,90,90
67,69,61,36,29,59,74,64,53,59,56,12,12
63,37,56,63,62,38,55,74,50,62,52,9,9
59,18,44,65,69,36,45,67,77,59,50,10,10
71,73,69,28,26,77,83,75,74,72,68,6,6
78,56,76,76,80,78,78,89,79,63,68,12,12
69,71,73,51,59,58,74,71,54,34,74,8,8
71,77,69,26,32,78,52,72,84,69,72,11,11
62,60,62,28,22,64,63,62,69,54,50,7,7
67,48,65,65,64,66,69,65,72,73,67,6,6
70,30,67,67,69,49,73,91,72,80,63,9,9
68,40,65,67,73,65,65,75,78,64,56,5,5
74,49,67,65,76,68,65,85,82,68,60,8,8
64,37,58,58,61,45,55,76,65,58,55,7,7
67,31,69,61,58,61,68,85,70,53,72,9,9
70,60,73,58,45,72,68,70,77,61,73,7,7
67,59,67,17,15,69,68,76,78,73,63,11,11
61,50,55,27,24,70,57,64,76,79,47,11,11
72,51,67,73,73,68,70,85,78,67,68,11,11
62,49,66,37,30,67,61,58,67,76,63,5,5
68,49,65,38,51,70,67,81,75,86,53,6,6
73,63,73,77,75,64,63,72,76,73,65,12,12
66,68,56,29,23,53,77,74,55,48,43,9,9
63,25,62,63,65,53,60,64,56,61,14,15,15
58,57,60,52,57,55,47,75,68,62,65,15,15
72,56,75,49,40,68,69,67,78,63,69,11,11
76,10,27,13,16,13,12,51,39,48,31,73,73
62,16,33,11,11,17,23,30,45,46,35,61,61
78,62,86,58,60,67,85,86,66,64,84,15,15
75,14,25,11,10,10,22,29,46,49,33,78,78
69,23,68,71,71,57,52,71,83,66,55,13,13
72,64,80,61,60,80,74,66,70,73,70,10,10
79,78,87,71,72,73,69,74,72,57,86,14,14
63,11,27,10,18,13,12,26,41,38,34,62,62
65,27,42,61,65,44,41,64,57,60,57,12,12
65,23,60,70,68,61,47,74,74,71,53,7,7
80,11,31,11,11,9,21,37,54,55,21,82,82
63,45,71,55,65,62,60,75,70,70,67,12,12
67,26,52,68,60,35,61,53,55,49,41,14,14
70,56,68,68,67,53,67,83,58,45,64,9,9
68,57,73,55,32,68,68,60,65,76,72,11,11
85,90,74,18,13,84,83,66,79,59,70,6,6
75,10,23,14,11,12,35,51,48,60,31,74,74
68,67,69,42,39,67,65,69,73,74,72,6,6
93,81,90,94,94,72,98,93,91,81,92,5,5
75,69,80,24,32,86,73,69,76,69,68,13,13
59,25,54,64,59,37,42,61,72,73,46,12,12
61,35,60,59,56,59,60,81,71,72,59,8,8
69,26,51,66,69,54,57,72,67,49,56,5,5
62,26,64,55,54,61,54,80,62,72,62,9,9
57,55,59,56,55,54,57,62,63,54,57,11,11
74,76,72,16,12,74,81,70,80,63,82,5,5
77,76,76,48,44,73,77,73,74,43,70,14,14
62,60,54,30,24,59,65,49,69,59,53,11,11
72,54,63,54,70,73,79,92,90,72,58,14,14
72,14,21,12,15,12,21,50,60,50,33,74,74
77,37,69,78,76,66,45,78,76,76,37,7,7
70,61,67,68,67,59,62,90,75,71,56,6,6
69,11,31,11,13,10,26,51,34,52,33,71,71
58,64,56,18,22,57,60,57,72,76,51,12,12
68,69,67,12,14,68,69,77,76,80,64,10,10
62,11,57,57,54,54,71,70,63,32,48,7,7
64,66,69,59,61,63,69,65,67,71,69,12,12
83,66,81,42,51,83,84,82,90,65,85,15,15
64,56,58,18,14,69,56,73,77,76,54,9,9
69,44,64,71,74,67,47,76,68,66,59,14,14
63,62,67,58,52,59,67,71,73,74,64,9,9
65,10,27,14,14,14,10,59,48,42,30,67,67
66,42,66,67,53,31,53,89,69,73,61,9,9
69,24,58,73,64,29,42,58,66,70,51,12,12
60,38,58,62,48,43,67,51,49,47,26,7,7
81,68,84,73,72,76,80,83,77,77,86,13,13
62,35,62,71,67,48,57,70,54,72,53,15,15
86,10,14,12,12,10,23,34,61,54,16,90,90
68,21,61,64,63,49,58,69,38,44,44,7,7
77,10,20,13,10,19,32,37,39,30,28,81,81
76,11,34,12,16,10,22,41,54,34,29,76,76
77,59,82,64,65,82,78,85,78,78,77,11,11
72,34,69,74,73,61,61,78,61,74,47,12,12
65,74,71,46,32,64,70,49,53,69,71,7,7
63,22,66,67,70,51,58,71,53,76,45,6,6
65,55,54,65,62,36,41,60,52,49,42,12,12
71,70,74,42,35,70,73,88,67,64,63,11,11
77,66,86,53,48,74,75,68,77,72,86,6,6
66,42,54,64,63,37,65,57,34,49,44,15,15
72,13,26,17,13,11,42,53,52,54,23,72,72
66,32,46,66,64,48,30,75,61,71,54,15,15
81,50,78,78,82,80,76,94,94,68,66,12,12
67,59,65,24,15,70,78,59,67,50,56,15,15
78,31,62,83,78,43,75,78,75,58,59,13,13
59,14,31,11,13,14,35,50,57,30,32,58,58
67,46,70,46,64,65,72,81,68,61,68,6,6
61,30,47,57,58,50,58,58,30,58,53,6,6
66,28,48,68,64,32,54,70,54,56,50,5,5
79,17,28,19,12,18,43,35,46,35,34,78,78
64,65,48,26,31,54,61,60,72,48,62,5,5
69,42,74,44,51,65,74,69,57,55,70,7,7
69,72,53,19,22,67,73,68,67,55,69,7,7
66,53,62,21,33,71,56,61,73,71,60,8,8
70,38,62,68,72,55,46,54,68,71,55,7,7
67,38,49,65,62,31,48,60,60,55,48,10,10
65,56,66,33,42,60,66,87,70,72,64,12,12
83,8,23,16,13,15,42,50,51,55,35,85,85
66,34,56,69,66,44,70,66,38,40,47,10,10
76,80,74,36,22,73,80,76,76,78,76,8,8
72,64,78,68,76,68,76,74,76,72,77,5,5
93,55,94,94,92,73,70,91,87,66,94,14,14
56,44,50,50,48,50,45,68,55,60,59,11,11
75,37,59,77,73,53,67,72,48,34,52,6,6
88,78,90,23,29,86,78,68,74,88,91,13,13
76,65,80,68,74,79,67,79,68,74,76,14,14
74,73,66,27,32,76,80,70,77,69,71,5,5
71,59,76,59,49,73,72,74,53,64,76,10,10
77,42,64,80,76,58,21,70,69,67,53,10,10
66,70,47,32,27,58,74,87,69,64,61,12,12
76,51,79,77,69,54,73,54,29,54,64,11,11
76,43,71,80,75,48,88,76,55,43,57,11,11
62,41,62,57,62,43,60,62,60,52,50,8,8
67,51,65,64,68,56,74,81,49,49,61,10,10
71,71,74,18,23,76,68,68,77,79,73,14,14
64,67,61,28,32,68,67,71,76,75,62,15,15
76,34,76,66,77,77,69,81,78,80,65,14,14
78,43,66,80,84,60,70,69,77,58,68,12,12
69,27,62,73,67,67,76,82,82,91,58,10,10
72,60,74,55,50,75,60,75,79,72,73,9,9
62,52,61,45,40,67,82,69,64,72,66,6,6
73,27,66,73,77,56,70,78,84,73,60,13,13
67,18,62,66,65,63,67,81,71,52,48,10,10
77,59,81,67,70,67,87,82,66,57,74,7,7
77,74,83,42,46,77,82,70,68,66,78,14,14
59,14,54,60,64,50,29,83,82,74,46,12,12
71,71,71,27,22,68,81,60,73,42,69,13,13
70,61,61,42,12,76,77,76,77,92,70,11,11
63,61,66,28,29,64,60,58,63,62,65,10,10
73,55,77,69,76,59,73,76,68,79,52,8,8
72,35,69,65,76,64,47,78,77,60,60,5,5
63,14,10,12,9,15,19,38,48,32,21,71,71
65,10,18,17,14,15,10,32,53,65,32,67,67
61,37,49,59,64,42,36,65,66,67,42,8,8
69,30,57,71,74,41,46,61,68,64,63,14,14
74,70,74,38,24,70,72,63,75,85,76,11,11
75,69,81,39,29,74,73,52,53,79,84,8,8
59,35,61,56,50,49,58,69,65,70,71,5,5
69,52,75,72,58,54,79,73,66,73,58,14,14
75,65,78,30,29,77,70,71,74,84,75,11,11
74,72,78,16,29,75,71,69,72,77,74,7,7
64,46,64,51,57,53,51,68,67,62,72,7,7
58,65,57,29,25,50,63,61,81,52,54,11,11
70,62,63,26,34,81,65,60,77,83,53,5,5
70,54,70,64,67,70,66,75,76,73,57,8,8
65,42,64,64,66,60,60,76,54,80,60,11,11
73,73,72,12,13,76,70,71,76,74,62,12,12
58,41,40,60,65,38,43,63,65,57,48,9,9
68,10,35,13,11,11,31,32,51,57,35,70,70
73,77,70,22,27,74,73,76,79,69,74,12,12
70,24,61,76,72,22,52,62,46,34,50,11,11
71,67,61,28,30,67,80,63,78,71,63,11,11
61,30,57,60,59,60,61,67,74,72,60,8,8
67,34,58,67,66,48,65,77,64,58,49,9,9
81,70,84,70,76,79,92,86,75,68,82,12,12
68,68,66,12,15,71,72,57,74,75,62,10,10
67,62,72,36,44,72,72,68,78,73,65,10,10
63,67,59,14,16,52,70,47,52,56,48,7,7
63,31,63,60,65,55,40,79,66,65,48,10,10
59,8,35,7,18,13,38,59,55,68,13,63,63
66,36,63,66,71,49,55,73,68,71,58,13,13
65,66,62,21,31,71,63,67,82,90,54,6,6
64,68,61,23,24,62,67,51,54,46,66,15,15
63,22,58,64,62,58,58,82,81,71,52,10,10
64,47,57,59,67,60,71,73,76,76,60,7,7
64,54,53,32,20,63,77,76,90,84,47,8,8
71,73,65,17,31,70,74,68,82,69,59,10,10
69,65,66,25,22,76,62,68,83,70,60,5,5
68,62,72,46,55,73,71,84,78,66,68,6,6
70,62,71,60,66,69,94,49,64,83,66,15,15
68,73,66,31,34,58,74,58,63,38,68,18,18
60,64,51,10,27,55,67,54,71,72,54,5,5
70,53,71,69,73,72,69,91,72,88,70,10,10
59,59,48,34,13,36,62,58,65,52,53,5,5
63,28,66,64,64,44,36,62,65,59,63,13,13
56,10,36,10,12,11,35,33,23,61,36,54,54
62,9,37,13,8,13,38,53,46,33,32,63,63
65,31,67,69,66,37,48,73,66,71,45,9,9
61,58,56,31,42,46,63,75,56,36,63,9,9
76,12,38,14,13,12,23,56,65,54,32,77,77
66,35,63,63,63,64,71,80,75,81,49,14,14
60,33,49,60,58,40,57,55,52,54,40,9,9
81,64,84,17,41,84,82,72,76,76,82,5,5
68,46,66,68,64,68,60,82,59,86,62,15,15
63,49,67,58,60,57,64,57,69,72,66,8,8
73,69,72,35,31,79,75,67,77,80,72,12,12
65,30,52,66,66,51,61,59,56,49,40,13,13
75,76,64,18,27,82,74,83,89,79,65,12,12
75,80,60,35,23,72,75,70,85,75,60,10,10
69,64,67,22,27,74,70,67,77,65,65,15,15
66,11,23,11,12,10,24,31,38,40,33,68,68
53,31,61,51,43,40,62,68,66,60,53,8,8
61,55,45,71,67,66,43,41,69,97,78,14,14
69,69,72,23,28,70,73,68,90,72,59,15,15
74,70,64,42,27,76,77,88,90,92,61,14,14
65,38,63,63,66,65,65,71,78,80,54,12,12
69,68,70,35,35,72,75,70,72,49,72,12,12
55,48,58,27,31,57,53,50,51,65,59,14,14
65,31,64,65,58,52,67,85,66,59,55,6,6
68,26,63,66,69,73,83,79,79,77,55,9,9
65,60,65,42,32,69,65,76,76,70,65,5,5
67,67,62,13,20,75,72,53,82,52,54,6,6
66,54,70,67,68,68,60,82,67,79,51,32,32
72,50,76,39,40,72,68,45,55,88,76,9,9
77,77,75,31,42,83,75,69,78,75,74,8,8
68,55,74,56,62,60,68,86,61,61,68,9,9
72,60,72,50,61,70,75,78,63,81,70,12,12
64,45,68,54,67,60,68,73,70,71,54,13,13
55,16,38,50,48,40,34,91,66,58,41,11,11
71,42,73,70,73,68,75,74,59,70,57,5,5
60,13,22,13,13,12,26,56,42,31,27,58,58
71,50,54,71,71,25,56,51,34,47,52,5,5
68,69,61,24,17,61,77,61,76,46,53,13,13
71,45,68,67,70,72,59,74,91,91,59,12,12
71,56,68,44,22,73,73,90,80,89,72,12,12
63,51,61,67,63,61,48,73,69,70,51,6,6
