고객ID,이탈여부,총 매출액,방문빈도,1회 평균매출액,할인권 사용 횟수,총 할인 금액,고객등급,구매유형,클레임접수여부,구매 카테고리 수,거주지역,성별,고객 나이대,거래기간,할인민감여부,멤버쉽 프로그램 가입전 만족도,멤버쉽 프로그램 가입후 만족도,Recency,Frequency,Monetary,상품 만족도,매장 만족도,서비스 만족도,상품 품질,상품 다양성,가격 적절성,상품 진열 위치,상품 설명 표시,매장 청결성,공간 편의성,시야 확보성,음향 적절성,안내 표지판 설명,친절성,신속성,책임성,정확성,전문성,D1,D2,D3
460,0,26929100,102,264011,15,325600,1,2,0,7,7,0,8,1089,0,5,6,7,7,7,7,5,6,5,6,5,5,5,6,5,5,4,5,5,5,6,5,5,1,0,0
461,0,2931350,10,293135,10,303950,1,4,0,5,5,1,6,993,0,6,7,7,3,2,6,6,5,6,7,6,6,6,6,7,6,6,7,5,5,6,6,6,0,0,1
462,0,6831040,34,200913,21,19300,1,2,0,5,5,1,1,1051,0,4,5,7,5,5,6,6,5,5,6,6,5,5,5,6,5,5,5,4,6,6,5,5,1,0,0
463,0,4031940,7,575991,19,366000,1,3,1,5,5,1,3,1048,0,2,3,7,2,4,2,5,3,7,6,6,.,.,6,7,6,5,6,5,4,4,4,4,0,1,0
464,0,2719960,23,118259,28,377345,1,4,1,6,6,1,5,1049,0,5,6,7,4,2,4,5,7,7,6,6,6,6,6,7,6,7,6,6,6,6,6,6,0,0,1
465,1,6179500,4,1544875,5,131400,2,3,0,4,4,1,4,676,0,4,7,2,1,5,3,4,6,5,5,6,5,5,6,5,5,5,5,4,4,4,5,5,0,1,0
466,0,5697350,7,813907,22,350745,1,3,1,5,5,1,4,889,0,5,6,6,2,5,4,2,5,6,6,5,6,6,6,5,6,5,6,5,6,5,6,6,0,1,0
467,0,3427450,23,149020,25,358995,1,4,0,5,5,1,5,1027,0,2,5,7,4,3,2,6,5,6,7,6,6,6,6,6,7,6,6,6,6,6,6,6,0,0,1
468,0,4335610,15,289041,29,375745,2,4,1,4,4,1,6,1095,1,3,6,7,3,4,5,3,4,6,7,6,6,6,6,7,6,7,6,5,6,6,6,5,0,0,1
469,0,2275360,34,66922,24,360000,1,2,1,7,7,1,4,1052,0,2,6,7,5,1,2,4,5,6,6,7,6,6,5,6,6,6,6,5,5,6,5,5,1,0,0
470,0,9424000,43,219163,6,186545,1,2,0,6,6,1,7,1087,0,2,6,7,5,6,2,4,5,6,6,7,6,6,5,6,6,6,6,5,5,6,5,5,1,0,0
471,1,6780130,45,150670,30,381195,1,2,0,6,6,1,9,673,0,2,4,2,5,5,6,5,6,6,6,5,6,6,6,5,6,5,6,5,6,5,6,6,1,0,0
472,1,5181150,17,304774,8,261895,1,4,1,6,6,1,3,487,0,6,6,1,3,4,4,6,7,7,6,6,6,5,6,7,5,6,6,6,7,6,6,6,0,0,1
473,0,4744760,20,237238,1,4750,1,2,1,6,6,1,4,1043,0,6,6,7,4,4,7,6,6,5,5,6,6,5,5,6,6,6,6,6,5,6,6,6,1,0,0
474,0,6662610,19,350664,4,59395,1,4,1,5,5,1,6,964,0,2,3,6,3,5,2,5,4,7,6,6,6,6,5,6,5,6,5,4,5,5,6,5,0,0,1
475,0,3864880,10,386488,16,366095,1,1,1,7,7,1,4,975,0,5,6,7,3,3,4,5,5,6,6,5,6,6,6,5,6,5,6,5,6,5,6,6,0,0,0
476,0,2902210,14,207301,23,381145,1,4,1,5,5,1,6,1045,0,4,7,7,3,2,4,4,6,6,6,5,5,5,4,5,4,5,5,6,6,7,7,6,0,0,1
477,0,7000820,19,368464,18,362100,2,4,1,4,4,1,3,1059,0,3,4,7,3,5,2,4,5,7,6,6,.,6,7,7,6,6,5,4,5,5,5,5,0,0,1
478,0,38489530,69,557819,14,335545,1,3,1,6,6,1,5,1083,0,6,7,7,6,7,6,7,7,6,6,7,6,6,6,7,7,7,7,7,6,6,6,7,0,1,0
479,0,2501250,9,277917,25,357550,2,1,0,4,4,1,6,1053,0,3,4,7,2,2,3,4,6,6,7,6,6,6,6,5,6,6,6,5,6,6,7,6,0,0,0
480,0,2812370,18,156243,11,296895,1,4,0,5,5,1,5,927,0,3,4,5,3,2,5,4,5,5,4,5,4,5,7,7,6,7,6,5,4,5,5,5,0,0,1
481,0,3082150,4,770538,25,358495,2,3,1,2,2,1,6,1035,1,3,4,7,1,3,3,1,5,6,6,5,5,5,4,5,4,5,5,6,6,7,7,6,0,1,0
482,0,5684560,26,218637,3,43445,1,4,0,6,6,1,1,1083,0,6,6,7,4,5,7,6,7,7,7,7,7,7,6,6,6,6,5,5,5,6,6,5,0,0,1
483,0,7453540,21,354930,10,305145,2,4,1,4,4,1,4,593,0,2,3,5,4,5,2,5,6,4,5,6,6,5,6,5,6,7,6,6,6,5,5,5,0,0,1
484,0,4426800,13,340523,1,5000,1,4,1,5,5,1,2,1070,0,5,7,7,3,4,6,4,7,7,6,7,6,6,7,6,6,6,6,6,7,6,6,7,0,0,1
485,0,2393200,12,199433,1,5945,2,4,0,2,2,1,4,1042,0,3,5,7,3,1,5,6,6,6,6,7,6,6,6,7,6,6,6,7,6,6,6,6,0,0,1
486,0,2852200,20,142610,18,342145,1,4,1,6,6,1,3,899,0,3,4,6,4,2,2,4,5,5,6,6,6,5,6,5,6,5,6,6,6,7,6,6,0,0,1
487,0,10143610,45,225414,6,185350,1,2,1,6,6,1,3,937,0,5,5,7,5,6,5,5,7,7,7,6,7,6,5,6,6,7,6,5,4,6,6,5,1,0,0
488,0,12685090,50,253702,22,371200,2,2,1,4,4,1,2,1087,0,4,5,7,5,6,7,7,7,7,6,7,6,.,5,6,6,6,5,6,4,5,6,5,1,0,0
489,0,2472550,8,309069,20,348100,2,4,0,3,3,0,1,913,0,3,4,7,2,1,2,3,2,7,6,5,6,.,5,6,5,6,5,5,4,5,6,4,0,0,1
490,0,6840810,58,117945,22,350300,1,2,1,6,6,1,3,1091,0,7,7,7,5,5,7,7,7,5,6,6,5,6,5,5,5,6,5,5,6,6,5,6,1,0,0
491,0,24766390,81,305758,16,365595,1,2,0,7,7,1,7,1080,0,5,5,7,6,7,7,6,7,6,5,5,6,5,6,6,6,6,7,4,6,6,5,6,1,0,0
492,0,7185930,51,140901,1,8345,1,2,0,6,6,1,5,1085,0,5,5,7,5,5,5,5,7,6,5,7,.,.,6,6,5,6,5,6,7,6,6,6,1,0,0
493,0,2508000,6,418000,19,366100,2,1,1,4,4,1,5,1011,0,3,6,7,2,2,4,5,5,6,6,5,6,6,6,6,7,6,7,6,6,6,6,6,0,0,0
494,0,2450040,14,175003,27,357200,2,4,0,4,4,1,8,1044,0,3,4,7,3,1,5,4,5,5,4,5,4,5,7,7,6,7,6,5,4,5,5,5,0,0,1
495,0,4984140,28,178005,27,356895,1,4,0,5,5,1,5,1079,0,6,6,7,4,4,5,6,6,4,5,5,4,5,4,4,5,5,4,5,6,5,5,5,0,0,1
496,0,3950410,18,219467,5,132345,2,2,0,4,4,1,2,1086,0,2,6,7,3,3,4,6,4,6,5,5,6,.,6,6,6,6,5,5,6,5,6,5,1,0,0
497,0,11398490,24,474937,22,350550,1,4,0,5,5,1,3,1058,0,6,6,7,4,6,7,6,7,7,7,6,.,.,6,7,6,5,6,6,5,5,6,6,0,0,1
498,0,5027350,28,179548,12,303250,1,4,0,5,5,1,4,1080,0,3,5,7,4,4,4,3,4,6,5,5,6,.,6,6,6,6,5,5,6,5,6,5,0,0,1
499,0,8624590,15,574973,17,365145,1,3,0,6,6,1,6,1060,0,4,4,7,3,6,3,5,6,4,5,6,5,4,4,6,5,5,6,5,4,5,5,5,0,1,0
500,0,10916910,29,376445,8,260450,2,2,0,4,4,1,3,1065,1,3,6,7,4,6,5,4,5,6,4,4,6,6,4,6,4,7,7,5,6,7,5,6,1,0,0
501,0,5139500,15,342633,20,368100,2,4,1,4,4,1,5,953,0,5,7,7,3,4,3,5,5,5,4,5,4,5,5,6,5,6,5,4,4,5,4,4,0,0,1
502,0,3171450,10,317145,26,365150,2,1,1,4,4,1,3,1035,0,6,6,7,3,3,4,6,6,6,5,5,5,6,5,6,5,5,5,5,5,5,5,5,0,0,0
503,0,2383900,8,297988,20,347600,2,4,0,4,4,1,6,1030,0,2,5,7,2,1,2,4,2,6,7,6,6,6,6,6,7,6,6,6,6,6,6,6,0,0,1
504,0,4516170,10,451617,9,246795,1,4,1,5,5,1,3,810,0,5,5,4,3,4,4,5,6,6,7,6,6,5,6,6,7,5,6,5,6,6,6,6,0,0,1
505,0,5710090,19,300531,29,374995,1,4,1,5,5,1,6,1063,0,2,3,7,3,5,4,4,5,6,5,6,6,6,6,7,6,6,5,4,5,6,5,5,0,0,1
506,0,3291610,5,658322,29,374800,1,3,0,6,6,1,2,1043,0,4,6,7,1,3,2,4,3,6,6,7,6,.,7,7,6,7,6,6,7,5,7,6,0,1,0
507,0,4075730,17,239749,29,373800,2,2,0,4,4,0,5,1063,0,3,4,7,3,4,3,4,6,6,7,6,6,6,6,5,6,6,6,5,6,6,7,6,1,0,0
508,0,3245210,16,202826,18,341895,1,4,0,5,5,1,8,1065,0,4,7,7,3,3,4,4,6,7,6,5,5,7,7,4,5,4,6,6,5,6,7,6,0,0,1
509,0,6134930,28,219105,3,43000,1,4,0,5,5,1,7,1080,0,3,6,7,4,5,3,4,5,5,6,5,4,5,4,5,6,5,4,5,4,5,5,5,0,0,1
510,0,3103600,36,86211,20,346450,1,2,0,6,6,1,8,1085,0,3,7,7,5,3,2,5,6,6,5,6,5,5,5,5,6,5,5,6,6,7,6,5,1,0,0
511,0,5357700,27,198433,26,365900,2,4,0,4,4,1,7,1086,0,4,7,7,4,4,5,4,5,5,4,5,5,.,5,6,4,4,5,6,5,5,5,5,0,0,1
512,0,2766370,11,251488,24,359945,2,4,0,4,4,0,2,907,0,3,6,5,3,2,2,4,5,6,6,7,5,6,6,6,5,6,5,5,6,6,6,6,0,0,1
513,0,2674100,10,267410,9,247295,1,4,0,6,6,1,4,873,0,4,7,7,3,2,6,4,5,6,5,6,6,5,5,6,6,6,6,6,6,6,6,6,0,0,1
514,0,5567900,20,278395,6,300635,2,4,0,4,4,1,6,1037,1,5,7,7,4,5,6,5,7,5,6,5,5,5,5,6,5,5,6,6,5,6,5,6,0,0,1
515,0,16325030,32,510157,13,324545,1,3,1,7,7,1,5,1004,0,3,3,7,5,7,4,4,7,6,6,6,6,6,6,6,5,7,6,6,5,6,6,6,0,1,0
516,0,5688620,13,437586,23,398735,1,1,0,5,5,1,6,1041,0,2,4,7,3,5,3,2,3,6,5,5,6,5,5,6,5,6,5,5,6,5,5,5,0,0,0
517,0,6562300,54,121524,15,326545,1,2,0,5,5,1,8,1078,0,5,5,7,5,5,4,5,6,7,6,6,.,6,7,7,6,6,5,4,5,5,5,5,1,0,0
518,1,3213820,6,535637,14,334795,1,3,1,5,5,1,4,707,0,2,6,2,2,3,2,4,5,3,5,5,6,5,4,6,5,6,4,3,5,4,3,4,0,1,0
519,0,2629750,38,69204,29,374300,2,2,1,3,3,1,2,1055,0,3,5,7,5,2,5,4,5,4,4,4,5,5,4,4,5,5,5,5,5,5,4,5,1,0,0
520,0,3642560,23,158372,9,345635,2,4,0,4,4,1,5,873,0,5,6,5,4,3,6,5,6,6,6,5,6,6,6,7,6,6,6,6,6,7,6,6,0,0,1
521,0,9854210,14,703872,28,377095,2,3,0,4,4,0,3,943,0,4,6,5,3,6,4,4,5,6,7,6,6,6,6,7,6,6,6,4,5,7,6,6,0,1,0
522,0,9080900,36,252247,14,334100,1,2,1,5,5,1,8,1088,0,3,7,7,5,6,2,5,6,6,5,6,5,5,5,5,6,5,5,6,6,7,6,5,1,0,0
523,0,6351300,27,235233,23,379150,1,4,0,5,5,1,5,1060,0,2,3,7,4,5,2,5,6,7,6,6,.,.,6,7,6,5,6,5,4,4,4,4,0,0,1
524,0,4577660,13,352128,6,186545,2,4,0,4,4,0,5,1053,0,7,7,7,3,4,4,4,4,6,5,6,7,7,7,7,6,7,6,5,6,7,6,6,0,0,1
525,0,6860250,38,180533,5,130150,1,2,0,6,6,1,4,1079,0,6,6,7,5,5,7,6,7,7,6,6,7,6,6,6,5,6,5,6,5,6,5,5,1,0,0
526,0,11588900,38,304971,14,335045,1,2,0,6,6,0,9,1069,0,5,6,7,5,6,4,6,5,5,5,4,5,5,5,4,4,4,4,4,5,5,4,4,1,0,0
527,0,3212400,6,535400,20,346950,2,3,1,2,2,0,7,728,0,5,7,3,2,3,4,5,5,6,5,5,5,6,6,6,5,6,5,6,5,5,5,6,0,1,0
528,0,9424870,79,119302,23,380645,1,2,0,7,7,1,7,1088,0,6,6,7,6,6,5,7,6,7,6,5,4,5,7,7,6,7,6,4,5,7,5,4,1,0,0
529,0,3984360,27,147569,19,365750,1,4,0,6,6,1,3,1051,0,4,6,7,4,3,6,4,6,7,6,6,7,7,7,7,6,7,6,5,5,6,7,6,0,0,1
530,0,23156070,97,238722,19,366100,1,2,0,6,6,1,8,1092,0,4,5,7,7,7,7,6,6,3,5,5,6,5,4,6,5,6,4,3,5,4,3,4,1,0,0
531,0,3220210,8,402526,1,7650,2,4,0,4,4,1,2,892,0,7,7,6,2,3,4,4,4,4,5,4,5,5,5,6,5,5,5,5,5,5,4,5,0,0,1
532,0,8698820,39,223047,15,324850,1,2,1,6,6,1,5,1082,0,3,5,7,5,6,5,4,5,5,6,6,6,.,6,5,5,6,7,6,6,5,6,6,1,0,0
533,0,3354110,10,335411,23,379150,1,4,0,5,5,1,6,1086,0,6,7,7,3,3,6,6,7,5,7,6,.,.,7,6,5,5,7,6,6,5,5,5,0,0,1
534,0,6539950,41,159511,13,323350,1,2,0,7,7,1,7,1085,0,4,5,7,5,5,5,4,6,7,6,6,5,5,5,7,6,5,5,6,5,6,6,6,1,0,0
535,0,2607000,6,434500,5,131595,1,4,0,5,5,1,5,1037,0,2,4,7,2,2,3,5,4,6,5,4,5,6,7,6,6,6,6,4,5,5,6,5,0,0,1
536,0,6486870,16,405429,28,376150,1,4,1,5,5,1,8,997,0,5,6,7,3,5,6,5,7,6,5,5,5,6,6,5,6,5,6,5,6,6,6,6,0,0,1
537,0,3186100,20,159305,9,247045,1,4,1,6,6,1,3,1085,0,4,6,7,4,3,6,4,7,5,6,4,5,.,5,4,5,4,6,7,5,5,5,5,0,0,1
538,0,5421370,19,285335,21,347945,2,4,0,4,4,1,6,1043,0,5,5,7,3,4,6,5,6,5,5,6,6,5,5,6,6,6,6,6,5,6,6,6,0,0,1
539,0,5795930,16,362246,15,326045,2,4,0,4,4,0,1,997,0,5,5,7,3,5,4,5,5,7,6,6,6,6,6,5,5,6,6,6,7,6,6,6,0,0,1
540,0,3686450,21,175545,13,323850,1,4,0,6,6,1,6,1093,0,5,5,7,4,3,6,5,6,6,5,6,6,6,6,7,6,6,5,4,5,6,5,5,0,0,1
541,0,3325840,48,69288,1,3750,1,2,1,5,5,1,6,1092,0,6,7,7,5,3,6,6,7,5,7,6,.,.,7,6,5,5,7,6,6,5,5,5,1,0,0
542,0,9432190,26,362777,4,58645,1,4,1,6,6,1,6,998,0,3,7,7,4,6,2,6,6,5,6,6,6,6,6,6,6,6,6,6,5,6,5,5,0,0,1
543,0,2593650,21,123507,6,185100,1,4,1,7,7,1,3,1020,0,5,7,7,4,2,4,5,5,6,5,5,5,6,6,6,5,6,5,6,5,5,5,6,0,0,1
544,0,4610270,22,209558,6,185850,1,4,1,6,6,1,6,989,0,3,6,7,4,4,4,5,5,6,6,5,6,6,6,6,7,6,7,6,6,6,6,6,0,0,1
545,0,9348180,46,203221,13,323100,1,2,0,7,7,1,5,1050,0,4,6,7,5,6,5,5,6,6,6,7,7,7,6,6,6,6,7,5,6,6,6,6,1,0,0
546,0,3525670,7,503667,1,8345,2,3,1,4,4,1,6,791,0,5,6,4,2,3,6,5,6,6,6,5,6,6,6,7,6,6,6,6,6,7,6,6,0,1,0
547,0,2881390,8,360174,26,365650,2,1,1,3,3,1,3,1022,0,7,7,7,2,2,7,7,7,4,5,6,5,5,5,4,5,5,5,5,5,4,5,5,0,0,0
548,0,7400150,23,321746,24,360000,1,2,0,6,6,0,4,1037,0,6,6,7,4,5,7,6,6,6,5,5,6,6,6,7,6,7,7,6,6,7,7,6,1,0,0
549,0,15378550,39,394322,13,324100,1,2,0,6,6,1,7,1071,1,2,4,7,5,7,2,5,4,5,5,5,4,4,5,4,5,5,5,5,4,4,4,4,1,0,0
550,0,10519870,28,375710,29,375245,1,2,1,5,5,1,5,1036,0,2,5,7,4,6,2,6,5,6,7,6,6,6,6,6,7,6,6,6,6,6,6,6,1,0,0
551,0,4893480,38,128776,6,185600,1,2,0,6,6,1,4,1072,0,6,6,7,5,4,7,6,6,6,5,5,6,6,6,7,6,7,7,6,6,7,7,6,1,0,0
552,0,3519190,19,185221,19,365100,1,4,0,5,5,1,6,1086,0,3,6,7,3,3,3,4,6,6,7,7,6,6,6,6,6,7,7,6,6,7,7,7,0,0,1
553,0,4722920,8,590365,1,8095,2,3,1,4,4,1,8,1072,0,5,5,7,2,4,6,5,7,6,5,5,6,7,6,7,7,6,6,6,6,5,6,6,0,1,0
554,1,2928400,7,418343,23,380345,2,4,0,4,4,1,3,804,0,7,7,4,2,2,7,7,7,7,6,7,7,7,6,7,6,5,6,6,2,6,6,4,0,0,1
555,0,3348490,6,558082,22,349800,2,3,0,2,2,1,6,832,0,5,6,5,2,3,6,5,5,5,6,4,5,6,4,6,5,5,6,6,5,5,4,5,0,1,0
556,0,14905080,31,480809,25,357300,1,2,1,6,6,1,3,1068,0,5,7,7,5,7,6,5,5,5,6,6,6,.,5,7,5,5,5,6,6,5,6,6,1,0,0
557,0,2578200,13,198323,4,57700,2,4,1,3,3,1,2,1064,0,3,6,7,3,2,5,3,4,6,7,6,6,6,6,7,6,7,6,5,6,6,6,5,0,0,1
558,0,7455250,33,225917,28,377345,1,2,0,7,7,1,7,1084,0,5,7,7,5,5,6,5,7,6,7,6,6,6,6,6,7,6,6,7,6,7,6,6,1,0,0
559,0,19016060,61,311739,19,366795,1,2,0,7,7,0,3,1022,0,4,5,7,6,7,6,6,7,5,5,6,6,.,5,4,6,5,5,5,6,6,5,6,1,0,0
560,0,16992650,15,1132843,21,347750,2,3,0,3,3,1,6,980,0,5,6,7,3,7,4,5,5,6,7,7,6,6,6,7,7,7,7,7,7,6,6,6,0,1,0
561,0,16254340,46,353355,1,8845,1,2,1,6,6,1,5,1094,0,4,6,7,5,7,4,4,5,7,5,6,7,6,7,6,5,6,7,6,7,6,5,6,1,0,0
562,0,5551890,20,277595,27,388300,1,4,1,5,5,1,3,1082,0,4,4,7,4,5,5,4,6,6,7,7,6,6,7,7,6,5,6,7,6,6,6,6,0,0,1
563,0,4338410,10,433841,5,131845,2,4,0,4,4,1,5,1003,0,5,5,7,3,4,4,5,7,6,5,7,6,6,6,5,6,5,6,5,5,6,6,5,0,0,1
564,1,2954350,8,369294,15,326545,1,4,1,5,5,1,6,682,0,3,6,2,2,2,3,3,4,6,5,6,6,5,6,7,6,6,6,6,7,6,5,6,0,0,1
565,0,6205260,49,126638,21,347500,1,2,1,5,5,1,5,1073,0,5,6,7,5,5,6,5,6,7,7,7,6,7,6,6,5,6,5,5,3,6,6,6,1,0,0
566,0,3724590,9,413843,17,364450,1,4,1,6,6,1,8,1036,0,5,7,7,2,3,6,5,7,6,7,6,6,6,6,6,7,6,6,7,6,7,6,6,0,0,1
567,0,27633210,114,242397,16,365650,1,2,0,7,7,0,1,1093,0,5,5,7,7,7,7,6,7,6,6,5,6,.,5,6,6,6,5,4,6,5,6,6,1,0,0
568,0,7576730,71,106715,20,347895,1,2,0,6,6,1,6,1086,0,6,6,7,6,5,4,6,7,6,7,6,7,.,6,6,6,6,6,7,7,6,6,7,1,0,0
569,0,11707200,48,243900,23,379845,1,2,1,7,7,1,2,1075,0,4,5,7,5,6,6,5,6,5,6,6,6,.,5,7,5,5,5,6,6,5,6,6,1,0,0
570,0,8672400,20,433620,1,4750,2,4,1,3,3,1,4,1042,0,4,5,7,4,6,5,4,6,6,5,6,5,5,6,5,5,5,4,3,2,3,3,3,0,0,1
571,0,7194530,33,218016,22,349550,1,2,0,6,6,0,7,1075,0,6,6,7,5,5,7,6,6,6,5,6,5,6,7,6,5,7,6,5,6,6,5,6,1,0,0
572,0,2718840,25,108754,7,210000,1,4,0,5,5,1,3,992,0,2,3,7,4,2,2,5,6,7,6,6,.,.,6,7,6,5,6,5,4,4,4,4,0,0,1
573,0,15393890,79,194859,6,186295,1,2,0,6,6,1,2,1092,0,3,6,7,6,7,6,5,7,6,6,7,5,6,6,6,5,6,5,5,6,6,6,6,1,0,0
574,0,4042900,13,310992,3,62335,1,4,0,6,6,1,2,1023,0,5,6,7,3,4,4,3,4,5,7,6,6,6,6,5,6,6,5,6,5,5,6,5,0,0,1
575,0,4531780,29,156268,11,295950,2,2,0,4,4,1,3,1090,0,5,3,7,4,4,6,5,7,6,6,6,.,6,6,7,7,5,6,7,6,5,5,5,1,0,0
576,0,13457060,34,395796,30,381445,1,2,0,6,6,1,4,1075,0,4,6,7,5,7,5,5,6,5,4,5,6,5,6,6,5,6,6,6,6,5,6,6,1,0,0
577,0,3798930,30,126631,25,357800,1,4,0,6,6,0,4,740,0,4,5,7,5,3,6,6,5,5,6,6,5,5,5,6,5,5,5,4,6,6,5,5,0,0,1
578,0,8122410,19,427495,1,7845,1,4,0,5,5,1,4,1059,0,4,7,7,3,6,6,4,5,7,6,6,7,7,7,7,7,6,5,7,6,6,7,7,0,0,1
579,0,2983680,25,119347,26,365150,1,2,1,5,5,1,7,1067,0,4,5,7,4,2,3,6,6,3,5,5,6,5,4,6,5,6,4,3,5,4,3,4,1,0,0
580,0,14443870,54,267479,14,334545,1,2,1,6,6,1,4,1087,0,7,4,7,5,7,7,7,7,6,6,7,6,6,6,7,6,5,6,5,7,6,6,6,1,0,0
581,0,2562470,23,111412,18,341700,1,4,0,5,5,1,7,1076,0,6,6,7,4,2,5,6,6,7,6,5,4,5,7,7,6,7,6,4,5,7,5,4,0,0,1
582,0,2305750,21,109798,29,373800,1,4,1,5,5,1,4,1075,0,5,6,7,4,1,6,5,7,5,5,5,6,5,5,5,6,5,5,4,4,5,4,4,0,0,1
583,0,4089400,6,681567,13,324545,2,3,1,4,4,1,6,1060,0,7,7,7,2,4,5,2,5,5,5,6,5,6,5,5,4,5,4,4,5,6,5,5,0,1,0
584,0,16040980,40,401025,13,307435,1,2,0,6,6,0,5,1075,0,3,6,7,5,7,5,4,5,6,4,4,6,6,4,6,4,7,7,5,6,7,5,6,1,0,0
585,0,2961970,15,197465,22,350995,1,4,0,5,5,1,3,1063,0,4,4,7,3,2,5,4,5,6,5,6,6,5,7,6,6,7,6,5,5,6,6,6,0,0,1
586,0,14802080,30,493403,13,324795,1,2,1,7,7,1,7,1083,0,3,7,7,5,7,7,6,7,6,7,6,6,.,7,7,6,6,6,5,3,6,6,6,1,0,0
587,0,5221640,40,130541,30,380250,2,2,1,4,4,1,6,1083,0,6,6,7,5,4,4,6,6,6,5,6,6,6,6,6,5,5,6,6,6,5,6,6,1,0,0
588,0,2685610,11,244146,23,379450,1,4,1,5,5,1,3,1029,0,5,6,7,3,2,6,5,5,7,6,7,7,7,6,7,6,5,6,6,2,6,6,4,0,0,1
589,0,7452650,12,621054,4,58200,2,3,1,3,3,1,6,1065,0,4,6,7,3,5,4,4,5,7,6,6,7,7,7,7,7,6,6,7,7,6,6,6,0,1,0
590,0,5658380,17,332846,7,209500,1,4,0,6,6,0,4,795,0,2,7,5,3,5,2,5,6,4,5,6,6,5,6,5,6,7,6,6,6,5,5,5,0,0,1
591,0,3243850,8,405481,14,334350,2,4,0,4,4,1,2,1064,0,5,4,7,2,3,6,5,7,6,7,6,6,7,6,7,6,7,6,6,7,6,6,6,0,0,1
592,1,2415500,3,805167,29,375245,2,3,0,1,1,0,5,458,0,5,7,1,1,1,2,3,3,5,5,5,4,4,5,4,5,5,5,5,4,4,4,4,0,1,0
593,0,2682800,7,383257,15,325350,1,4,0,5,5,1,9,1031,0,2,4,7,2,2,1,3,3,7,7,7,7,7,6,6,4,6,5,6,6,7,5,5,0,0,1
594,0,9600020,28,342858,15,325850,1,2,1,6,6,1,8,1070,0,5,5,7,4,6,6,5,6,6,5,6,6,6,6,5,6,6,7,5,6,6,5,5,1,0,0
595,0,6863000,21,326810,8,261200,1,4,0,6,6,1,4,1081,0,4,5,7,4,5,3,4,6,7,7,7,7,.,6,7,7,7,7,5,7,7,6,7,0,0,1
596,0,10009000,15,667267,13,323350,2,3,1,1,1,1,8,1007,0,4,5,7,3,6,3,6,6,6,6,5,6,6,5,6,6,5,6,7,7,6,6,6,0,1,0
597,0,2915120,9,323902,8,262395,2,4,0,4,4,0,2,1089,0,4,7,7,2,2,4,4,6,7,6,6,5,6,6,6,6,7,6,6,5,6,6,6,0,0,1
598,0,5313980,24,221416,6,184850,2,4,1,4,4,1,3,1081,0,7,4,7,4,4,7,7,7,7,7,7,7,7,6,6,6,6,5,5,5,6,6,5,0,0,1
599,0,5429150,40,135729,1,4695,1,2,0,5,5,1,4,1063,0,2,3,7,5,4,2,5,6,7,6,6,.,.,6,7,6,5,6,5,4,4,4,4,1,0,0
600,0,8697170,46,189069,3,43945,1,2,0,7,7,1,4,1094,0,5,7,7,5,6,4,5,5,7,7,6,7,6,5,6,6,7,6,5,4,6,6,5,1,0,0
601,0,2996860,24,124869,22,350300,1,4,0,5,5,1,8,1031,0,3,4,7,4,2,3,6,5,6,6,5,5,5,4,5,4,5,5,6,6,7,7,6,0,0,1
602,0,9138770,90,101542,21,346750,1,2,1,6,6,1,4,1092,0,4,5,7,7,6,5,6,5,7,7,7,7,.,6,7,7,7,7,5,7,7,6,7,1,0,0
603,0,3826440,22,173929,30,380945,1,4,1,6,6,1,2,928,0,4,6,6,4,3,5,4,6,6,4,5,4,7,4,6,5,7,6,6,5,6,5,6,0,0,1
604,0,5856480,73,80226,12,303695,1,2,0,5,5,1,1,1086,0,5,5,7,6,5,7,6,5,7,6,6,6,6,6,5,5,6,6,6,7,6,6,6,1,0,0
605,0,3111710,15,207447,22,350550,1,4,1,5,5,1,3,1007,0,2,6,7,3,3,4,6,4,5,4,5,5,5,4,5,6,4,6,5,4,5,5,4,0,0,1
606,0,2684000,14,191714,9,247295,1,4,1,6,6,1,7,1054,0,5,6,7,3,2,4,5,7,5,6,6,6,5,6,5,6,5,6,6,6,6,6,6,0,0,1
607,1,2478000,7,354000,1,5195,2,4,1,3,3,1,3,612,0,5,6,2,2,1,4,5,5,6,5,6,6,7,6,5,6,6,7,4,5,5,5,5,0,0,1
608,0,14878070,77,193222,28,375650,1,2,1,6,6,1,2,1086,0,4,6,7,6,7,6,7,7,5,6,4,5,.,5,4,5,4,6,7,5,5,5,5,1,0,0
609,0,12392810,39,317764,13,324295,1,2,1,7,7,1,8,1065,0,4,4,7,5,6,5,4,6,6,6,5,5,6,6,5,5,5,5,6,7,7,7,6,1,0,0
610,0,10168250,38,267586,7,210195,1,2,0,6,6,1,4,1085,0,5,7,7,5,6,7,5,5,5,4,5,4,5,5,6,5,6,5,4,4,5,4,4,1,0,0
611,0,16008370,56,285864,26,365150,1,2,0,7,7,0,6,1079,0,4,5,7,5,7,5,7,6,6,5,6,7,7,7,7,6,7,6,5,6,7,6,6,1,0,0
612,0,2888660,13,222205,15,326100,1,4,0,6,6,0,5,1028,0,5,6,7,3,2,4,5,6,5,6,6,5,6,5,6,6,6,5,5,6,6,5,6,0,0,1
613,0,2865500,13,220423,5,130650,2,4,0,4,4,1,8,990,0,4,5,7,3,2,5,6,6,4,6,5,4,6,6,4,5,4,6,5,4,5,6,5,0,0,1
